SMOC1|Q9H4F8-2
PPFIBP2|Q8ND30
UBLCP1|Q8WVY7
ZFAND5|O76080
NOGENE|H7C0S8
FAM63A|Q8N5J2-3
TRPV2|Q9Y5S1
MSMO1|Q15800
OSBPL7|Q9BZF2
OPALIN|Q96PE5
CFH|P08603
ACSF2|Q96CM8-2
TENM3|Q9P273
QRSL1|Q9H0R6
PRPF19|F5H2I0
RPS14|P62263
NOTCH2|Q04721
FAT3|Q8TDW7
SNRNP27|Q8WVK2
MON2|Q7Z3U7
TDRKH|F6TB26
ARAP1|Q96P48
PCDHGA5|Q9Y5G8
RHOA|P61586
GABPA|Q06546
GNG7|O60262
UBAP2L|Q14157-5
CSMD2|Q7Z408-4
HEATR5A|F5H619
CNTN5|O94779
LMTK2|Q8IWU2
COA6|Q5JTJ3-2
NAP1L1|P55209
RGS3|P49796
PPP1R14B|Q96C90
PRPF19|Q9UMS4
HIST1H3A|P68431
ASRGL1|Q7L266
FLCN|Q8NFG4
QSOX1|O00391
NOL3|O60936-3
PSMD1|Q99460
EFNB2|P52799
CALCOCO2|Q13137-4
EXOC7|B4DJ07
INPP4A|Q96PE3
RIMS2|Q9UQ26-3
ANK3|H0Y3A4
DIP2A|Q14689
TAP1|Q03518
AP1S2|F6SFB5
GTF2B|Q00403
PPM1F|P49593
JAKMIP2|Q96AA8-3
CHORDC1|Q9UHD1
XPO7|E7ESC6
DNAJC10|Q8IXB1
ARHGEF28|Q8N1W1-6
RBM26|A0A087X0H9
MFSD6|H7C0X2
TTC33|Q6PID6
IGHA1|P01876
TM7SF2|O76062
UBE2D3|P61077-3
PCDHGA10|Q9Y5H3
PIP5K1B|O14986-2
LRBA|P50851
LRBA|P50851-2
MAP4|F8W9U4
GLG1|Q92896-2
PRKAR2A|P13861
KRT6A|P02538
MIB2|Q96AX9-14
KLHL26|Q53HC5
ATG4B|Q9Y4P1
GCN1L1|Q92616
UBA5|Q9GZZ9
NKIRAS1|Q9NYS0
C9orf72|Q96LT7
BICD2|Q8TD16-2
NCSTN|Q92542
PLEKHM2|Q8IWE5
S1PR1|P21453
SF3B3|Q15393
RAB7A|P51149
TLE4|Q04727-3
TMCC1|O94876
GPX3|P22352
PEG10|B4DSP0
NT5DC1|Q5TFE4
TRIM28|Q13263
FAM208A|Q9UK61
RUFY3|Q7L099-2
C19orf25|E7EP72
MON1B|Q7L1V2
USP16|Q9Y5T5
LRRCC1|Q9C099
SORCS2|Q96PQ0
RUNDC3B|Q96NL0
SERPINE2|P07093-3
GABARAPL1|Q9H0R8-2
PDCD6|O75340
ARPP21|Q9UBL0
UROS|P10746
ROBO1|Q9Y6N7-2
YKT6|O15498
ATG4B|Q9Y4P1-2
NUP210|Q8TEM1
PEG10|A0A087WX23
FBN1|P35555
APOA1BP|Q8NCW5
FUS|H3BPE7
OSTF1|Q92882
ACADSB|P45954
GABARAP|O95166
STX16|O14662-2
BIN1|O00499
RRM2B|Q7LG56-6
ACSL1|P33121
FYCO1|Q9BQS8-4
SIRT2|Q8IXJ6
TSTA3|Q13630
THOC2|Q8NI27
KCNQ3|O43525
CDC5L|Q99459
TUSC2|O75896
ADPRHL1|Q8NDY3
SNRPD1|P62314
GNAL|P38405-2
SPTB|P11277-2
MBP|P02686-3
NARS|O43776
RBP4|P02753
PTPN1|P18031
ACOT11|Q8WXI4
COMMD4|H3BM91
MT1A|P04731
PEX1|O43933
AGPAT4|Q9NRZ5
CACNA1G|O43497-34
BLVRA|P53004
KPNA4|O00629
KRT16|P08779
OSBP2|Q969R2
DMXL1|F5H269
PARG|Q86W56
RTCA|O00442-2
ARMC6|Q6NXE6
PCNT|O95613
ARPP19|H3BMD8
TBCK|Q8TEA7
TLE4|Q04727
DDX39B|Q13838-2
STK4|Q13043
NOTCH1|P46531
NEMF|O60524
TMEM189-UBE2V1|I3L0A0
MAZ|P56270-2
APOB|P04114
YIF1B|Q5BJH7
CSMD3|Q7Z407-3
DNAJB6|O75190-3
SNX17|Q15036
EIF6|P56537
DICER1|Q9UPY3
MAPRE2|Q15555-3
ITGB8|P26012
ZC3H7B|Q9UGR2
OCRL|Q01968
LAMTOR3|Q9UHA4
BRI3BP|Q8WY22
SST|P61278
RASGRP2|Q7LDG7-2
ANXA3|P12429
RIC8A|Q9NPQ8
CACNA1S|Q13698
JOSD1|Q15040
GPR107|Q5VW38-2
PPTC7|Q8NI37
MATK|A0A087WUR1
TBL2|Q9Y4P3
ABL1|P00519-2
USP30|Q70CQ3
RSL1D1|O76021
MRPL11|Q9Y3B7
GMFB|G3V4P8
ACADS|P16219
EBNA1BP2|H7C2Q8
BTRC|Q9Y297
MACF1|Q9UPN3-3
PML|P29590
ATG3|Q9NT62
MED16|Q9Y2X0
LZTS2|Q9BRK4
RIC8A|Q9NPQ8-3
MKKS|Q9HB66
FHL1|Q13642
PFAS|O15067
MAPRE2|Q15555
NAA38|Q9BRA0-2
COL5A2|P05997
PEX2|E5RIW9
VPRBP|Q9Y4B6
CTSA|X6R8A1
PABPN1|Q86U42
ILDR2|Q71H61
SNX29|Q8TEQ0
DYRK1B|Q9Y463
MTHFD1|P11586
NDUFAF6|Q330K2
NOGENE|E9PBE3
SART3|Q15020
CCDC91|Q7Z6B0
SNRPGP15|A8MWD9
SCG5|P05408-2
BBS5|Q8N3I7
MAN2B1|O00754
MRPL49|Q13405
HSPA8|E9PN89
PRKACB|P22694-7
CLEC14A|Q86T13
C2orf49|Q9BVC5
CHMP1B|Q7LBR1
CTSL|P07711
CD46|P15529-2
DST|E9PEB9
MAP2K5|Q13163
ACSBG1|Q96GR2
MT1H|P80294
GPAA1|O43292
SLITRK2|Q9H156
UBE4A|Q14139-2
ADCY6|O43306
ARPP21|Q9UBL0-3
RUNDC3B|Q96NL0-4
SNX1|Q13596
GNB3|P16520
RELL2|Q8NC24
CBS|P35520-2
JOSD2|Q8TAC2
TNXB|E7EPZ9
C1orf95|F8WD64
IGF1R|P08069
AK5|Q9Y6K8
EIF2B2|P49770
LMCD1|Q9NZU5
SYT2|Q8N9I0
PLCH2|O75038
FAM221A|A4D161-2
HSP90AA1|P07900-2
NFASC|O94856-11
TPRN|Q4KMQ1
STARD3NL|O95772
ST13P5|Q8NFI4
HNRNPA3|P51991
VPS35|Q96QK1
RTCA|O00442
CORO7|P57737
RAPH1|C9K0J5
PUF60|Q9UHX1-2
CBS|P35520
GPR107|Q5VW38
CNOT10|Q9H9A5-6
ABHD17A|Q96GS6-2
IKBKAP|O95163
PUF60|Q9UHX1
DLGAP4|Q9Y2H0
TANC2|J3KRP9
VPS39|Q96JC1
HSPBP1|Q9NZL4-3
APPBP2|Q92624
SLC25A13|Q9UJS0-2
NCAM1|H7BYX6
NSMF|Q6X4W1
H1F0|P07305
C16orf70|Q9BSU1
PNMAL2|Q9ULN7-5
C2CD2|Q9Y426
C7|P10643
CD9|G8JLH6
ABHD6|Q9BV23
VASN|Q6EMK4
RBM26|Q5T8P6
CASK|O14936-4
MAP2K7|O14733-2
TSC22D1|Q15714
ERBB3|P21860
WNK1|Q9H4A3-7
ZYG11B|Q9C0D3
RARS2|Q5T160
PSPH|P78330
MATR3|D6REK4
SHC2|P98077
VARS2|Q5ST30-4
NUP93|H3BVG0
SEMA4D|Q92854-2
SRRM2|Q9UQ35
SYNJ2|O15056
B3GALTL|Q6Y288
RALY|Q9UKM9
PGS1|Q32NB8
DNAJB6|O75190
TMEM68|Q96MH6
CAP1|Q01518
ZNF598|H3BQQ2
CPVL|Q9H3G5
NME2P1|O60361
PPP1R10|Q96QC0
VPS37B|Q9H9H4
ARFIP1|P53367
SNW1|G3V3A4
LMF2|Q9BU23
DNAJC6|S4R305
LNPEP|Q9UIQ6
RPS3|E9PJN9
NFASC|O94856-9
EXOC3|O60645
SLC17A6|Q9P2U8
HTR1B|P28222
TNFAIP8L3|Q5GJ75
OXSR1|O95747
SPCS3|P61009
UBA3|Q8TBC4
EIF5A|P63241-2
AHNAK2|Q8IVF2
SDF2L1|Q9HCN8
NTPCR|Q5TDF0
EIF2AK4|Q9P2K8
ETFDH|Q16134
CLEC16A|Q2KHT3
PALM3|A6NDB9
SNW1|Q13573
MTCH1|Q9NZJ7
SEC24D|O94855-2
F11R|Q9Y624
RAB40B|Q12829
JAK1|P23458
MBP|P02686
API5|Q9BZZ5-2
KCTD10|Q9H3F6
RALY|Q9UKM9-2
IFITM3|Q01628
ANTXR1|Q9H6X2
NR2F2|P24468
PCDHB12|Q9Y5F1
DLGAP1|O14490-3
ZNF830|Q96NB3
TBC1D9B|Q66K14
NAP1L1|F8VVB5
TXNDC15|Q96J42
NME1|P15531-2
PLEKHB1|Q9UF11-2
ZYX|Q15942
ITIH4|Q14624-2
SEC23B|Q15437
NFASC|O94856-8
EMILIN3|Q9NT22
KIF13A|Q9H1H9-3
EIF3E|P60228
TECR|Q9NZ01
AGPAT3|Q9NRZ7-3
LMAN2L|Q9H0V9-2
CHM|P24386
CHMP3|Q9Y3E7-3
POLRMT|O00411
EMC7|Q9NPA0
FAM213B|A0A0A0MT35
SEPT9|Q9UHD8
AATK|Q6ZMQ8
SNX3|O60493
APPL1|Q9UKG1
MAP2K7|O14733-3
PSMC5|P62195
TMEM178A|Q8NBL3
ITIH4|B7ZKJ8
MACF1|E9PLY5
BRINP3|Q76B58
WNK3|Q9BYP7
WDR43|Q15061
CNTNAP4|E9PDN6
PTPRM|P28827-2
BPNT1|A6NF51
CAMK2N1|Q7Z7J9
CLPP|Q16740
PSMD8|P48556
RNF141|Q8WVD5
PKM|H3BTN5
HID1|Q8IV36
LYN|P07948-2
PTK2|H0YB16
RTN4IP1|Q8WWV3
SAA2|P0DJI9
MBOAT2|Q6ZWT7
BMPR2|Q13873
GAPVD1|Q14C86-6
GTPBP1|O00178
HDAC4|P56524
CD14|P08571
RHOJ|Q9H4E5
PIK3CA|P42336
SAE1|Q9UBE0
ATP5L|O75964
RANBP1|F6WQW2
CPT2|P23786
FAM120C|Q9NX05
FXYD6|Q9H0Q3
RANBP1|P43487-2
RRAS2|E9PQ87
ANKRD34A|Q69YU3
EXOG|Q9Y2C4
NOGENE|P04220
MYOF|Q9NZM1
ZDHHC2|Q9UIJ5
MLF2|Q15773
CNN1|P51911
RANBP1|P43487
CUL4B|Q13620
EIF3F|O00303
UPF1|Q92900
STAT5A|P42229
OBSL1|O75147
NUP88|Q99567
KIF13A|Q9H1H9
RBM39|Q14498
ASIC2|Q16515
MAN1B1|Q9UKM7
EIF5A|I3L504
MEF2C|Q06413
ME1|P48163
JUN|P05412
TCERG1|O14776
DUT|P33316
TNXB|P22105
GABRA4|P48169
VAMP1|P23763
PLCH2|O75038-4
NFIB|Q5VW26
ATP5I|P56385
VKORC1|Q9BQB6
OGDH|Q02218
C14orf1|Q9UKR5
CTNNBIP1|Q9NSA3
CACNA1G|O43497
ABCE1|P61221
ADAM22|H7C3I4
TRPM4|Q8TD43
LYN|P07948
TBC1D22A|Q8WUA7
NUP107|P57740
UBR1|Q8IWV7
PORCN|Q9H237
ATXN7L3B|Q96GX2
FAM221A|A4D161
HTR1A|P08908
MYO1B|O43795
ABAT|H3BRN4
EHBP1L1|Q8N3D4
FASN|P49327
C9orf89|Q96LW7
TENM2|Q9NT68
NGLY1|Q96IV0
CLSTN1|O94985
CNOT7|Q9UIV1
HLA-B|P30464
SFXN5|Q8TD22
FKBP2|P26885
CAMK2D|H0Y9C2
DOCK10|Q96BY6
GIGYF2|Q6Y7W6
EXOSC10|Q01780
TGM2|P21980
HLA-B|P18465
CYB5R1|Q9UHQ9
C2orf69|Q8N8R5
CRTC1|Q6UUV9-2
GIT2|F8WAK2
CASP3|P42574
PHC2|Q8IXK0-5
STT3A|P46977
MOCS2|O96007
MYL6|J3KND3
ERC1|X6RLX0
COPS2|P61201
CBX3|Q13185
KCNIP3|A0A0A0MRH3
NPRL2|Q8WTW4
RNF40|O75150
JAM2|P57087
SNRPB2|P08579
SMARCA5|O60264
POLR1D|Q9Y2S0
RAPH1|Q70E73
TMEM109|Q9BVC6
OGFR|Q9NZT2
SAR1B|Q9Y6B6
CYP46A1|Q9Y6A2
NUMA1|H0YFY6
DENND4C|R4GN35
DCC|P43146
CREBBP|Q92793
COL12A1|Q99715
ITIH5|C9J2H1
FAM114A1|Q8IWE2
SEPT7|G3V1Q4
RPS5|P46782
PHACTR2|O75167-4
RIMS2|Q9UQ26
UHRF1BP1L|A0JNW5
TPRKB|Q9Y3C4
KIAA1217|Q5T5P2-2
ACYP2|P14621
PYCR1|P32322-3
FAM127A|A6ZKI3
MEF2BNB|Q96FH0-2
GRB10|Q13322
PCK2|Q16822
SGSH|P51688
BRCC3|H9KVA9
LRRFIP1|C9JTC6
AAAS|Q9NRG9
CD99L2|Q8TCZ2-5
MRE11A|P49959-3
CRP|P02741
NAA30|Q147X3
UNG|P13051
FYN|P06241
PLS1|Q14651
CELF1|E9PSH0
TARSL2|A2RTX5
PCDHB6|Q9Y5E3
MICAL3|J3KRP8
RCN1|Q15293
DPYS|Q14117
HSP90AB1|P08238
MTHFD1|F5H2F4
IGLL5|A0A087WX49
FBXW11|Q9UKB1
FBXL17|Q9UF56
APC|P25054
COX5B|P10606
METTL13|Q8N6R0
NAP1L5|Q96NT1
MAP9|Q49MG5
GNA14|O95837
APMAP|Q9HDC9
GHITM|Q9H3K2
ATRN|O75882
ICAM5|Q9UMF0
SERINC5|Q86VE9-4
PKM|P14618-2
RALBP1|Q15311
KIAA0415|A4D1Z4
AQR|O60306
RUFY1|Q96T51
PGM5|Q15124
HNRNPM|M0QZM1
USP31|Q70CQ4
AKAP9|Q99996-6
VPS33B|Q9H267
CCZ1B|P86790
C16orf62|E7EWW0
IGKC|A0A075B6H6
CLSTN1|O94985-2
USE1|Q9NZ43
UBQLN2|Q9UHD9
RNH1|H0YCR7
CCDC85B|Q15834
DDHD2|E9PKE6
SERGEF|Q9UGK8
CHL1|A0A087X0M8
PDCD11|Q14690
FAM110B|Q8TC76
FAM98B|Q52LJ0-2
PRKAA1|Q13131-2
PHLDA3|Q9Y5J5
KIF3B|O15066
CPSF2|Q9P2I0
MAP3K5|Q99683
CAV1|Q03135
ABI2|H7C3Q7
KCNAB2|Q13303-5
CACNB3|F8VUW8
CRAT|P43155
RTKN|Q9BST9-2
MRPS25|P82663
RB1CC1|Q8TDY2
DSTYK|Q6XUX3
NALCN|Q8IZF0
NPM1|P06748
NLGN3|Q9NZ94
ARL1|F8VYN9
HDLBP|A0A024R4E5
PSMF1|Q92530
DNAJC8|O75937
WDR82|Q6UXN9
C2orf72|A6NCS6
ARHGAP32|E9PRH3
ABCC5|O15440
APEH|C9JIF9
PICALM|Q13492
ANPEP|P15144
CALD1|Q05682
KIAA1671|Q9BY89
HMGCLL1|Q8TB92
AK4|P27144
ELFN2|Q5R3F8
ADSL|A0A096LPA2
RTKN|Q9BST9
PDZD8|Q8NEN9
TRIOBP|Q9H2D6
IGHV5-51|A0A0C4DH38
TRAK2|O60296
IPO13|O94829
ERGIC3|H0Y5K5
MMP17|Q9ULZ9
HSPA1L|P34931
NFIC|P08651
PDLIM2|Q96JY6-5
KIAA1598|A0MZ66-5
POLR2L|P62875
ICMT|O60725
OCIAD1|Q9NX40
NOGENE|P01611
HNRNPD|Q14103
HSP90AB3P|Q58FF7
RABL2B|Q9UNT1-2
TCEAL3|Q969E4
KIAA0355|O15063
PPP4C|P60510
API5|Q9BZZ5
IGHV4-39|A0A0A0MS13
MBNL2|Q5VZF2
DNAJA2|O60884
NFKBIB|Q15653
CORO2A|Q92828
ZDHHC5|Q9C0B5
SNX9|Q9Y5X1
ZC3H13|Q5T200
STARD3|J3QLM1
ATG13|O75143-5
CCNYL1|Q8N7R7
ISPD|A4D126
BMP2K|Q9NSY1
HNRNPC|P07910-2
ZMYM3|A6NHB5
CBWD2|Q8IUF1
GNB2|C9JIS1
MRPS6|P82932
SAMD12|Q8N8I0
GNB1|B3KVK2
AFAP1L2|Q8N4X5
SRP19|P09132
DHRS4|Q9BTZ2
NFASC|X6RKN2
SDSL|Q96GA7
IGKC|A0A087WTX5
COL14A1|Q05707
FAM219A|Q8IW50
COQ9|O75208
AAR2|A2A2Q9
TMEM106B|Q9NUM4
RPS12|P25398
AGTPBP1|Q9UPW5
DENND4C|R4GNB2
SMIM12|Q96EX1
AZI2|Q9H6S1
SLAIN2|D6RIF6
KCNA6|P17658
IGKV3-11|A0A087WZW8
PPP1R2|P41236
INSR|P06213
GATAD2A|Q86YP4-3
NAT10|Q9H0A0
LRP6|O75581
PCBP4|P57723
TUBGCP2|Q9BSJ2-4
PLSCR3|Q9NRY6
SYP|H7C4W3
TBC1D7|Q9P0N9
RPS25|P62851
EXOSC2|Q13868
SV2C|Q496J9
TUBA8|Q9NY65-2
HINT2|Q9BX68
ARL8A|Q96BM9
NEDD8-MDP1|E9PL57
CPEB2|Q7Z5Q1-9
C9orf89|Q96LW7-2
MKL2|Q9ULH7-5
C1orf21|Q9H246
VPS16|Q9H269
ACAD8|Q9UKU7
LPCAT1|Q8NF37
TMEM178B|H3BS89
DNAJA1|P31689
FOXK1|P85037
NKAIN3|Q8N8D7
POLR2D|O15514
NFKB2|Q00653
FHL2|A0A0A0MSG2
PPP1R2|E7EMN6
PPFIBP1|Q86W92
SYT11|Q9BT88
RASAL1|O95294-3
CPSF7|Q8N684-3
EIF2S2|P20042
SERINC3|Q13530
NUP93|Q8N1F7
COL6A1|P12109
CALB1|P05937
AGO1|Q9UL18
FAM45A|Q8TCE6
FIG4|Q92562
STK38|Q15208
PPFIBP1|Q86W92-2
NACAD|O15069
RUFY2|Q8WXA3-4
MTMR2|Q13614
EPN2|I3L356
LACTB|P83111
LDHAL6B|Q9BYZ2
COX16|Q9P0S2
CISD3|P0C7P0
UNC119|Q13432
TSPAN9|B5MD23
IFIT3|O14879
IPO8|O15397
PRKCZ|Q05513
ADORA1|P30542
HNRNPC|P07910
GIGYF2|I1E4Y6
NUDT12|Q9BQG2
PSD|A5PKW4
PRKAG2|Q9UGJ0
GAB2|Q9UQC2
PITHD1|Q9GZP4
SH3BP5L|Q7L8J4
NQO2|P16083
DDX24|Q9GZR7
KANK1|Q14678
TAF6L|Q9Y6J9
CCS|O14618
POLR2A|A0A087WWE2
COL6A3|P12111
TOMM34|Q15785
FUBP1|Q96AE4-2
SAA2-SAA4|A0A096LPE2
DCUN1D2|Q6PH85
HNRNPD|Q14103-3
MAN2B2|Q9Y2E5
EIF1AX|P47813
IGHG1|A0A087X1C7
KCNC1|P48547-2
PPP3CA|Q08209
TCEB2|I3L0M9
SEC61A1|B4DR61
BRD8|Q9H0E9-2
CAMK2G|Q5SWX3
GATAD2B|Q8WXI9
ANK2|Q01484-7
AGTPBP1|J3KNS1
TYMP|P19971
NELL2|Q99435-3
CALU|O43852-3
THOC6|Q86W42
COA4|Q9NYJ1-2
SNRPD2|K7EJB5
SGCB|Q16585
ALDH1B1|P30837
TYMP|P19971-2
ADSSL1|Q8N142
AFAP1L2|Q8N4X5-4
IGKC|A0A087X130
RAP1B|P61224
UBR4|Q5T4S7-2
DHODH|Q02127
MTPN|P58546
POLR2H|P52434
ZW10|O43264
DAPK1|P53355-3
TMEM223|A0PJW6
RNF11|Q9Y3C5
DERL1|Q9BUN8
GRK4|P32298
SPARCL1|Q14515
SLC7A14|Q8TBB6
PRKG2|Q13237
CLCN7|H0Y2M6
PRKCG|P05129
ERP29|P30040
KIAA1462|Q9P266
EDC3|Q96F86
PAPSS2|O95340-2
LSM1|O15116
TLE2|K7EMK7
RNASET2|A0A087WZM2
CUL9|Q8IWT3
HDHD3|Q9BSH5
SLC1A6|P48664
SOD2|A0A0C4DFU2
TTC39B|Q5VTQ0
GPR17|Q13304
NUP35|Q8NFH5
RAB11A|P62491
GART|P22102
ATP1B3|P54709
RAN|B4DV51
FAM217B|Q9NTX9
FMN2|Q9NZ56
MICAL3|Q7RTP6
USP19|O94966-6
KLHL42|Q9P2K6
EMC6|Q9BV81
KIFAP3|Q92845
SLC24A2|Q9UI40-2
PDE6D|O43924
LYRM2|Q9NU23
AMDHD2|Q9Y303-3
SEC23IP|Q9Y6Y8
WTAP|Q15007
GSTO1|P78417
TMED4|Q7Z7H5
HLA-A|P30443
DPAGT1|Q9H3H5
CTIF|O43310
ARPC2|O15144
GOSR1|A0A087WYX5
GOLPH3L|Q9H4A5
FAM219A|Q8IW50-6
TOMM40L|Q969M1
TATDN1|E5RG17
EPDR1|Q9UM22
MXRA7|P84157-2
ARMC8|Q8IUR7
SF3B5|Q9BWJ5
DDX19B|H3BQK0
RPS6KA4|O75676
PJA2|O43164
MFF|A0A0A0MS29
SGPL1|O95470
PIP5KL1|Q5T9C9
KIAA1109|Q2LD37
TMEM135|Q86UB9
RPS6KC1|Q96S38
MBD1|Q9UIS9-12
ETFB|P38117
PGAM1|P18669
ARMCX1|Q9P291
CNNM1|Q9NRU3
CTTNBP2NL|Q9P2B4
TANGO2|Q6ICL3-4
SORBS1|Q9BX66-12
CLPTM1L|G5E9Z2
SULT1A3|P0DMM9-3
BOLA1|Q9Y3E2
AMZ2|Q86W34
ELOF1|K7EMV4
USP19|O94966-5
UBR4|Q5T4S7
CLPTM1L|Q96KA5
FKBP9|O95302
KIAA1191|Q96A73
ARL2|P36404
PREPL|Q4J6C6
RAP1B|F5GZG1
UVRAG|Q9P2Y5
GPR89B|P0CG08
RASIP1|Q5U651
SPRED1|Q7Z699
SLC30A9|Q6PML9
COMMD1|Q8N668
ANKRD13D|Q6ZTN6-3
CAMK2G|Q13555-6
CBLN1|P23435
MPHOSPH8|Q99549
PGK2|P07205
QPCT|Q16769
EXOSC4|E9PI41
TEX264|Q9Y6I9
MPHOSPH8|Q99549-2
IFNGR1|P15260
CALU|O43852-4
DAAM1|Q9Y4D1
D2HGDH|Q8N465
UCKL1|Q9NWZ5
GGT2|P36268-3
LGALS9|O00182
FKBP9|O95302-3
USP9X|Q93008
FBXO21|O94952
ABI2|E9PEZ7
PTK7|Q13308-6
ATP5S|Q99766
CNP|P09543
SCAP|Q12770
PHKA2|P46019
PJA1|Q8NG27
SEC11A|P67812-3
KRT9|P35527
PTPRR|Q15256
TUBB4A|M0R0X0
SUGP2|M0R2Z9
DVL3|Q92997
MKNK1|Q9BUB5
NBAS|H7C1Y9
MRPL13|Q9BYD1
MAK16|Q9BXY0
TYK2|P29597
USF2|Q15853
CNR1|P21554
RASAL1|O95294-4
SLC22A18|Q96BI1
AHCYL2|Q96HN2
MEF2C|Q06413-5
DES|P17661
ZC3HAV1|Q7Z2W4
PLAA|Q9Y263
DNAJC17|Q9NVM6
NACA|E9PAV3
EPHB1|P54762
ASPHD1|Q5U4P2
MYL6|G3V1V0
POLR1C|O15160
ABCB1|P08183
EEF1E1|O43324
EMC3|Q9P0I2
RETSAT|Q6NUM9
RASAL1|O95294
IGHM|A0A087X2C0
RASSF2|P50749
FMR1|Q06787
MCC|P23508-2
QARS|P47897
TMEM175|Q9BSA9
CCDC115|F8WCZ3
ANK2|H0Y933
LSM3|P62310
MYADM|Q96S97
DOHH|Q9BU89
SRP68|Q9UHB9
PLS3|P13797
ZMAT4|Q9H898
TMEM240|Q5SV17
USP9Y|O00507
KCNK1|O00180
GDAP2|Q9NXN4
SNX18|Q96RF0
ZC3HC1|Q86WB0
STAT5B|P51692
VPS37C|A5D8V6
HEXIM1|O94992
GCC2|Q8IWJ2
SEPW1|F8WB74
RPS5|M0R0R2
ETNPPL|Q8TBG4
FGF2|A0A087WUF6
CAMK2D|Q13557-6
NADSYN1|Q6IA69
NLN|Q9BYT8
MIA3|Q5JRA6
MEF2C|Q06413-6
NKD2|Q969F2
IRAK1|P51617
TPM4|P67936-2
MRPS21|A0A075B746
KCTD4|Q8WVF5
SLC38A10|Q9HBR0
USP11|P51784
C16orf13|Q96S19
VWF|P04275
MAPK11|Q15759
MRPL57|Q9BQC6
AMER2|Q8N7J2-2
FXYD1|K7EQG4
KLHL11|Q9NVR0
PPP1CB|P62140
SS18L1|O75177
XK|P51811
OSCP1|Q8WVF1
TIMM8A|O60220
GOLGA7|Q7Z5G4
LYST|Q99698
PRUNE|Q86TP1
SSBP2|A0A087X159
ASIC2|Q16515-2
SMG6|Q86US8
MTA1|Q13330
DYNC2H1|Q8NCM8-2
PLP1|B1B1G6
TNRC6C|Q9HCJ0-2
TSC22D3|Q99576-3
GLA|P06280
TMEM160|Q9NX00
RAB5A|P20339
TUBGCP4|Q9UGJ1
FOXK2|A0A087WXM0
SORT1|Q99523
YBX3|P16989-2
NMNAT1|Q9HAN9
PCNA|P12004
MYL6|G8JLA2
GRM4|Q14833
DDX46|A0A0C4DG89
YBX3|P16989
SHOC2|Q9UQ13
RAC3|P60763
NUDT16|Q96DE0
MRPL24|Q96A35
FMR1|Q06787-5
HSD17B7|P56937
SCLY|A0A0A0MQU4
GNB1L|Q9BYB4
TTLL12|Q14166
PTPRU|Q92729-4
OSBPL3|Q9H4L5-3
ELP6|Q0PNE2
CECR5|Q9BXW7
FPGT|A0A0A0MRP2
S1PR5|Q9H228
DYNLL1|P63167
USP5|P45974
MTDH|H0YB56
mkl1|W0Z7M9
FAM118B|Q9BPY3
NOGENE|P01620
TIAM1|Q13009
HDAC6|Q9UBN7
PFKL|P17858
EXOSC4|Q9NPD3
CIAO1|O76071
ARHGEF6|Q15052
CCDC90B|Q9GZT6
TOR1A|O14656
PPP2R1B|P30154-2
RBM15B|Q8NDT2
C18orf8|Q96DM3
ARHGAP21|Q5T5U3
RNF7|Q9UBF6
RPLP1|P05386
IGHA2|P01877
KPNA6|O60684
GTF2F1|P35269
CBLN2|Q8IUK8
PDE4DIP|A0A075B749
NUP205|Q92621
DEGS1|O15121
IGHG3|A0A087WVW2
NUPL1|Q9BVL2
CAMK2G|Q13555-9
FRMD5|Q7Z6J6
MCCC2|Q9HCC0
INF2|Q27J81
TAP2|A0A087WYD6
GGA1|Q9UJY5-6
WASH6P|Q9NQA3
PSMC3|P17980
CCDC43|Q96MW1
ZNF512B|Q96KM6
FAM195B|I3L4Q0
RNF34|Q969K3-2
ADAM9|Q13443
CPEB3|Q8NE35-2
PLCL1|Q15111
CLVS1|Q8IUQ0
AP3S1|Q92572
UPRT|Q96BW1
RNF123|Q5XPI4
PAIP1|Q9H074-2
DPCD|Q9BVM2
PPP1R12C|Q9BZL4
PHC3|Q8NDX5-7
MCFD2|Q8NI22
DNER|Q8NFT8
COMTD1|Q86VU5
PARK2|O60260
AAMDC|E9PR47
GNB1|F6X3N5
ACADVL|P49748-3
RNF41|Q9H4P4
RWDD1|Q9H446
UBAC1|Q9BSL1
RHOG|P84095
SH3BP4|Q9P0V3
PRKAG1|H0YHF8
MCAM|P43121
EFCAB7|A8K855
CLDN5|D3DX19
OXLD1|Q5BKU9
SSBP1|Q04837
ST13|P50502
HARS|P12081
SEC13|P55735-3
RSPRY1|Q96DX4
KCNAB2|Q13303
C19orf66|Q9NUL5
CNRIP1|Q96F85
BROX|Q5VW32
MAN1C1|Q9NR34
MVP|Q14764
LANCL1|O43813
NOGENE|P06313
CWC27|Q6UX04
RPS6KB1|P23443
LRRC58|Q96CX6
SSR4|P51571
CABLES2|Q9BTV7
LAGE3|Q14657
HDAC1|Q13547
HERC2|O95714
CTTN|Q14247
ARHGEF18|Q6ZSZ5
ACADVL|P49748-2
LRRC14|Q15048
GTPBP10|A4D1E9
PRELP|P51888
IGHG3|A0A087WXL8
PITPNB|P48739-3
COL6A3|C9JNG9
PSMD13|Q9UNM6-2
MEF2BNB|Q96FH0
PITPNB|P48739-2
HLA-B|P30483
MYH11|P35749-4
MYL9|P24844
GRWD1|Q9BQ67
BRE|Q9NXR7
AFTPH|Q6ULP2
C16orf45|Q96MC5
PNKD|Q8N490-2
ANO8|Q9HCE9
MYH11|P35749
