"CSF-PR / CSF GLYCO MIXED-MODE / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
1637.00,"SINGLE PROTEIN","Q9UJK0",""," Ribosome biogenesis protein TSR3 homolog (TSR3_HUMAN)","16","TSR3",0.00,"false",0.00,0.00,0.00,841.00,33.57,0.00,,,,,"false"
1638.00,"SINGLE PROTEIN","Q9BT43",""," DNA-directed RNA polymerase III subunit RPC7-like (RPC7L_HUMAN)","1","POLR3GL",0.00,"false",0.00,0.00,0.00,841.00,25.32,0.00,,,,,"false"
1639.00,"SINGLE PROTEIN","O43164",""," E3 ubiquitin-protein ligase Praja-2 (PJA2_HUMAN)","5","PJA2",0.00,"false",0.00,0.00,0.00,841.00,78.17,0.00,,,,,"false"
1640.00,"SINGLE PROTEIN","Q9BT49",""," THAP domain-containing protein 7 (THAP7_HUMAN)","22","THAP7",0.00,"false",0.00,0.00,0.00,841.00,34.39,0.00,,,,,"false"
1641.00,"SINGLE PROTEIN","Q86W92",""," Liprin-beta-1 (LIPB1_HUMAN)","12","PPFIBP1",0.00,"false",0.00,0.00,0.00,841.00,113.95,0.00,,,,,"false"
1642.00,"SINGLE PROTEIN","Q9HDC9",""," Adipocyte plasma membrane-associated protein (APMAP_HUMAN)","20","APMAP",0.00,"false",0.00,0.00,0.00,841.00,46.45,0.00,,,,,"false"
1643.00,"SINGLE PROTEIN","O43167",""," Zinc finger and BTB domain-containing protein 24 (ZBT24_HUMAN)","6","ZBTB24",0.00,"false",0.00,0.00,0.00,841.00,78.23,0.00,,,,,"false"
1644.00,"SINGLE PROTEIN","Q9NVX0",""," HAUS augmin-like complex subunit 2 (HAUS2_HUMAN)","15","HAUS2",0.00,"false",0.00,0.00,0.00,841.00,26.92,0.00,,,,,"false"
1645.00,"SINGLE PROTEIN","Q9NVX2",""," Notchless protein homolog 1 (NLE1_HUMAN)","17","NLE1",0.00,"false",0.00,0.00,0.00,841.00,53.29,0.00,,,,,"false"
1646.00,"SINGLE PROTEIN","Q9HDC5",""," Junctophilin-1 (JPH1_HUMAN)","8","JPH1",0.00,"false",0.00,0.00,0.00,841.00,71.64,0.00,,,,,"false"
1647.00,"SINGLE PROTEIN","Q9BT40",""," Inositol polyphosphate 5-phosphatase K (INP5K_HUMAN)","17","INPP5K",0.00,"false",0.00,0.00,0.00,841.00,51.06,0.00,,,,,"false"
1648.00,"SINGLE PROTEIN","Q9NVX7",""," Kelch repeat and BTB domain-containing protein 4 (KBTB4_HUMAN)","11","KBTBD4",0.00,"false",0.00,0.00,0.00,841.00,58.11,0.00,,,,,"false"
1649.00,"SINGLE PROTEIN","Q86VX9",""," Vacuolar fusion protein MON1 homolog A (MON1A_HUMAN)","3","MON1A",0.00,"false",0.00,0.00,0.00,841.00,62.09,0.00,,,,,"false"
1650.00,"SINGLE PROTEIN","Q8WVV4",""," Protein POF1B (POF1B_HUMAN)","X","POF1B",0.00,"false",0.00,0.00,0.00,841.00,68.02,0.00,,,,,"false"
1651.00,"SINGLE PROTEIN","Q96Q15",""," Serine/threonine-protein kinase SMG1 (SMG1_HUMAN)","16","SMG1",0.00,"false",0.00,0.00,0.00,841.00,410.24,0.00,,,,,"false"
1652.00,"SINGLE PROTEIN","Q8WVV5",""," Butyrophilin subfamily 2 member A2 (BT2A2_HUMAN)","6","BTN2A2",0.00,"false",0.00,0.00,0.00,841.00,59.03,0.00,,,,,"false"
1653.00,"SINGLE PROTEIN","Q96PP4",""," Testis-specific gene 13 protein (TSG13_HUMAN)","7","TSGA13",0.00,"false",0.00,0.00,0.00,841.00,31.76,0.00,,,,,"false"
1654.00,"SINGLE PROTEIN","Q2VWA4",""," SKI family transcriptional corepressor 2 (SKOR2_HUMAN)","18","SKOR2",0.00,"false",0.00,0.00,0.00,841.00,104.17,0.00,,,,,"false"
1655.00,"SINGLE PROTEIN","Q99873",""," Protein arginine N-methyltransferase 1 (ANM1_HUMAN)","19","PRMT1",0.00,"false",0.00,0.00,0.00,841.00,41.49,0.00,,,,,"false"
1656.00,"SINGLE PROTEIN","Q02962",""," Paired box protein Pax-2 (PAX2_HUMAN)","10","PAX2",0.00,"false",0.00,0.00,0.00,841.00,44.68,0.00,,,,,"false"
1657.00,"SINGLE PROTEIN","Q96Q11",""," CCA tRNA nucleotidyltransferase 1, mitochondrial (TRNT1_HUMAN)","3","TRNT1",0.00,"false",0.00,0.00,0.00,841.00,50.10,0.00,,,,,"false"
1658.00,"SINGLE PROTEIN","Q99871",""," HAUS augmin-like complex subunit 7 (HAUS7_HUMAN)","X","HAUS7",0.00,"false",0.00,0.00,0.00,841.00,40.75,0.00,,,,,"false"
1659.00,"SINGLE PROTEIN","Q504Y3",""," Zinc finger CW-type PWWP domain protein 2 (ZCPW2_HUMAN)","3","ZCWPW2",0.00,"false",0.00,0.00,0.00,841.00,41.35,0.00,,,,,"false"
1660.00,"SINGLE PROTEIN","Q9Y561",""," Low-density lipoprotein receptor-related protein 12 (LRP12_HUMAN)","8","LRP12",0.00,"false",0.00,0.00,0.00,841.00,94.92,0.00,,,,,"false"
1661.00,"SINGLE PROTEIN","Q9Y4U1",""," Methylmalonic aciduria and homocystinuria type C protein (MMAC_HUMAN)","1","MMACHC",0.00,"false",0.00,0.00,0.00,841.00,31.71,0.00,,,,,"false"
1662.00,"SINGLE PROTEIN","P05981",""," Serine protease hepsin (HEPS_HUMAN)","19","HPN",0.00,"false",0.00,0.00,0.00,841.00,44.98,0.00,,,,,"false"
1663.00,"SINGLE PROTEIN","O43172",""," U4/U6 small nuclear ribonucleoprotein Prp4 (PRP4_HUMAN)","9","PRPF4",0.00,"false",0.00,0.00,0.00,841.00,58.41,0.00,,,,,"false"
1664.00,"SINGLE PROTEIN","Q8WVV9",""," Heterogeneous nuclear ribonucleoprotein L-like (HNRLL_HUMAN)","2","HNRPLL",0.00,"false",0.00,1.00,0.00,644.00,60.04,0.00,,,,,"false"
1665.00,"SINGLE PROTEIN","Q99879",""," Histone H2B type 1-M (H2B1M_HUMAN)","6","HIST1H2BM",0.00,"false",0.00,0.00,0.00,841.00,13.98,0.00,,,,,"false"
1666.00,"SINGLE PROTEIN","Q96PP8",""," Guanylate-binding protein 5 (GBP5_HUMAN)","1","GBP5",0.00,"false",0.00,0.00,0.00,841.00,66.57,0.00,,,,,"false"
1667.00,"SINGLE PROTEIN","Q9Y566",""," SH3 and multiple ankyrin repeat domains protein 1 (SHAN1_HUMAN)","19","SHANK1",0.00,"false",0.00,0.00,0.00,841.00,224.82,0.00,,,,,"false"
1668.00,"SINGLE PROTEIN","Q86VW2",""," Rho guanine nucleotide exchange factor 25 (ARHGP_HUMAN)","12","ARHGEF25",0.00,"false",0.00,0.00,0.00,841.00,63.80,0.00,,,,,"false"
1669.00,"SINGLE PROTEIN","Q9HDB9",""," Endogenous retrovirus group K member 5 Gag polyprotein (GAK5_HUMAN)","","ERVK-5",0.00,"false",0.00,0.00,0.00,841.00,73.54,0.00,,,,,"false"
1670.00,"SINGLE PROTEIN","Q86VW0",""," SEC14 domain and spectrin repeat-containing protein 1 (SESD1_HUMAN)","2","SESTD1",0.00,"false",0.00,0.00,0.00,841.00,79.30,0.00,,,,,"false"
1671.00,"SINGLE PROTEIN","Q9UJL9",""," Zinc finger protein ZFP69B (ZF69B_HUMAN)","1","ZNF643",0.00,"false",0.00,0.00,0.00,841.00,61.44,0.00,,,,,"false"
1672.00,"SINGLE PROTEIN","Q9BT30",""," Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial (ALKB7_HUMAN)","19","ALKBH7",0.00,"false",0.00,0.00,0.00,841.00,24.50,0.00,,,,,"false"
1673.00,"SINGLE PROTEIN","Q96Q04",""," Serine/threonine-protein kinase LMTK3 (LMTK3_HUMAN)","19","LMTK3",0.00,"false",0.00,0.00,0.00,841.00,153.57,0.00,,,,,"false"
1674.00,"SINGLE PROTEIN","Q02952",""," A-kinase anchor protein 12 (AKA12_HUMAN)","6","AKAP12",0.00,"false",0.00,0.00,0.00,841.00,191.37,0.00,,,,,"false"
1675.00,"UNRELATED PROTEINS","Q96EU7","Q2KJY2"," C1GALT1-specific chaperone 1 (C1GLC_HUMAN)","X","C1GALT1C1",0.00,"false",0.00,0.00,0.00,841.00,36.36,0.00,,,,,"false"
1676.00,"SINGLE PROTEIN","P17927",""," Complement receptor type 1 (CR1_HUMAN)","1","CR1",0.00,"false",0.00,0.00,0.00,841.00,223.52,0.00,,,,,"false"
1677.00,"SINGLE PROTEIN","Q9Y570",""," Protein phosphatase methylesterase 1 (PPME1_HUMAN)","11","PPME1",0.00,"false",0.00,0.00,0.00,841.00,42.29,0.00,,,,,"false"
1678.00,"SINGLE PROTEIN","Q9Y572",""," Receptor-interacting serine/threonine-protein kinase 3 (RIPK3_HUMAN)","14","RIPK3",0.00,"false",0.00,0.00,0.00,841.00,56.85,0.00,,,,,"false"
1679.00,"SINGLE PROTEIN","Q96Q06",""," Perilipin-4 (PLIN4_HUMAN)","19","PLIN4",0.00,"false",0.00,0.00,0.00,841.00,134.35,0.00,,,,,"false"
1680.00,"SINGLE PROTEIN","Q96Q05",""," Trafficking protein particle complex subunit 9 (TPPC9_HUMAN)","8","TRAPPC9",0.00,"false",0.00,0.00,0.00,841.00,128.45,0.00,,,,,"false"
1681.00,"SINGLE PROTEIN","Q96Q07",""," BTB/POZ domain-containing protein 9 (BTBD9_HUMAN)","6","BTBD9",0.00,"false",0.00,0.00,0.00,841.00,69.14,0.00,,,,,"false"
1682.00,"SINGLE PROTEIN","Q01629",""," Interferon-induced transmembrane protein 2 (IFM2_HUMAN)","11","IFITM2",0.00,"false",0.00,0.00,0.00,841.00,14.62,0.00,,,,,"false"
1683.00,"SINGLE PROTEIN","Q9UJM3",""," ERBB receptor feedback inhibitor 1 (ERRFI_HUMAN)","1","ERRFI1",0.00,"false",0.00,0.00,0.00,841.00,50.53,0.00,,,,,"false"
1684.00,"SINGLE PROTEIN","Q9BT23",""," LIM domain-containing protein 2 (LIMD2_HUMAN)","17","LIMD2",0.00,"false",0.00,0.00,0.00,841.00,14.06,0.00,,,,,"false"
1685.00,"SINGLE PROTEIN","O43143",""," Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (DHX15_HUMAN)","4","DHX15",0.00,"false",0.00,0.00,0.00,841.00,90.88,0.00,,,,,"false"
1686.00,"SINGLE PROTEIN","Q86VV4",""," Ran-binding protein 3-like (RNB3L_HUMAN)","5","RANBP3L",0.00,"false",0.00,0.00,0.00,841.00,52.18,0.00,,,,,"false"
1687.00,"SINGLE PROTEIN","O43148",""," mRNA cap guanine-N7 methyltransferase (MCES_HUMAN)","18","RNMT",0.00,"false",0.00,0.00,0.00,841.00,54.81,0.00,,,,,"false"
1688.00,"SINGLE PROTEIN","Q9Y574",""," Ankyrin repeat and SOCS box protein 4 (ASB4_HUMAN)","7","ASB4",0.00,"false",0.00,0.00,0.00,841.00,48.16,0.00,,,,,"false"
1689.00,"SINGLE PROTEIN","O43147",""," Small G protein signaling modulator 2 (SGSM2_HUMAN)","17","SGSM2",0.00,"false",0.00,0.00,0.00,841.00,113.21,0.00,,,,,"false"
1690.00,"SINGLE PROTEIN","P04626",""," Receptor tyrosine-protein kinase erbB-2 (ERBB2_HUMAN)","17","ERBB2",0.00,"false",0.00,0.00,0.00,841.00,137.82,0.00,,,,,"false"
1691.00,"SINGLE PROTEIN","Q9BSQ5",""," Cerebral cavernous malformations 2 protein (CCM2_HUMAN)","7","CCM2",0.00,"false",0.00,0.00,0.00,841.00,48.81,0.00,,,,,"false"
1692.00,"SINGLE PROTEIN","Q9BT25",""," HAUS augmin-like complex subunit 8 (HAUS8_HUMAN)","19","HAUS8",0.00,"false",0.00,0.00,0.00,841.00,44.83,0.00,,,,,"false"
1693.00,"SINGLE PROTEIN","Q9Y576",""," Ankyrin repeat and SOCS box protein 1 (ASB1_HUMAN)","2","ASB1",0.00,"false",0.00,0.00,0.00,841.00,36.99,0.00,,,,,"false"
1694.00,"SINGLE PROTEIN","Q9Y575",""," Ankyrin repeat and SOCS box protein 3 (ASB3_HUMAN)","2","ASB3",0.00,"false",0.00,0.00,0.00,841.00,57.71,0.00,,,,,"false"
1695.00,"SINGLE PROTEIN","P04628",""," Proto-oncogene Wnt-1 (WNT1_HUMAN)","12","WNT1",0.00,"false",0.00,0.00,0.00,841.00,40.96,0.00,,,,,"false"
1696.00,"SINGLE PROTEIN","P04629",""," High affinity nerve growth factor receptor (NTRK1_HUMAN)","1","NTRK1",0.00,"false",0.00,0.00,0.00,841.00,87.44,0.00,,,,,"false"
1697.00,"SINGLE PROTEIN","Q9NVZ3",""," Adaptin ear-binding coat-associated protein 2 (NECP2_HUMAN)","1","NECAP2",0.00,"false",0.00,0.00,0.00,841.00,28.32,0.00,,,,,"false"
1698.00,"SINGLE PROTEIN","Q9UJM8",""," Hydroxyacid oxidase 1 (HAOX1_HUMAN)","20","HAO1",0.00,"false",0.00,0.00,0.00,841.00,40.90,0.00,,,,,"false"
1699.00,"SINGLE PROTEIN","P54922",""," [Protein ADP-ribosylarginine] hydrolase (ADPRH_HUMAN)","3","ADPRH",0.00,"false",0.00,0.00,0.00,841.00,39.48,0.00,,,,,"false"
1700.00,"SINGLE PROTEIN","Q86VV8",""," Rotatin (RTTN_HUMAN)","18","RTTN",0.00,"false",0.00,0.00,0.00,841.00,248.47,0.00,,,,,"false"
1701.00,"SINGLE PROTEIN","P54920",""," Alpha-soluble NSF attachment protein (SNAA_HUMAN)","19","NAPA",0.00,"false",0.00,0.00,0.00,841.00,33.21,0.00,,,,,"false"
1702.00,"SINGLE PROTEIN","P17931",""," Galectin-3 (LEG3_HUMAN)","14","LGALS3",0.00,"false",0.00,0.00,0.00,841.00,26.14,0.00,,,,,"false"
1703.00,"SINGLE PROTEIN","Q8WVT3",""," Trafficking protein particle complex subunit 12 (TPC12_HUMAN)","2","TRAPPC12",0.00,"false",0.00,0.00,0.00,841.00,79.33,0.00,,,,,"false"
1704.00,"SINGLE PROTEIN","Q9Y580",""," RNA-binding protein 7 (RBM7_HUMAN)","11","RBM7",0.00,"false",0.00,0.00,0.00,841.00,30.48,0.00,,,,,"false"
1705.00,"UNRELATED PROTEINS","P57679","Q8IYE0"," Ellis-van Creveld syndrome protein (EVC_HUMAN)","4","EVC",0.00,"false",0.00,0.00,0.00,841.00,111.92,0.00,,,,,"false"
1706.00,"SINGLE PROTEIN","Q9BT17",""," Mitochondrial ribosome-associated GTPase 1 (MTG1_HUMAN)","10","MTG1",0.00,"false",0.00,0.00,0.00,841.00,37.21,0.00,,,,,"false"
1707.00,"SINGLE PROTEIN","Q9Y4W2",""," Ribosomal biogenesis protein LAS1L (LAS1L_HUMAN)","X","LAS1L",0.00,"false",0.00,0.00,0.00,841.00,83.01,0.00,,,,,"false"
1708.00,"SINGLE PROTEIN","O43151",""," Methylcytosine dioxygenase TET3 (TET3_HUMAN)","2","TET3",0.00,"false",0.00,0.00,0.00,841.00,179.24,0.00,,,,,"false"
1709.00,"SINGLE PROTEIN","Q8WW59",""," SPRY domain-containing protein 4 (SPRY4_HUMAN)","12","SPRYD4",0.00,"false",0.00,0.00,0.00,841.00,23.11,0.00,,,,,"false"
1710.00,"SINGLE PROTEIN","O43150",""," Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (ASAP2_HUMAN)","2","ASAP2",0.00,"false",0.00,0.00,0.00,841.00,111.58,0.00,,,,,"false"
1711.00,"SINGLE PROTEIN","Q96PN7",""," Transcriptional-regulating factor 1 (TREF1_HUMAN)","6","TRERF1",0.00,"false",0.00,0.00,0.00,841.00,132.17,0.00,,,,,"false"
1712.00,"SINGLE PROTEIN","Q99856",""," AT-rich interactive domain-containing protein 3A (ARI3A_HUMAN)","19","ARID3A",0.00,"false",0.00,0.00,0.00,841.00,62.85,0.00,,,,,"false"
1713.00,"SINGLE PROTEIN","Q96PN6",""," Adenylate cyclase type 10 (ADCYA_HUMAN)","1","ADCY10",0.00,"false",0.00,0.00,0.00,841.00,187.03,0.00,,,,,"false"
1714.00,"SINGLE PROTEIN","P29973",""," cGMP-gated cation channel alpha-1 (CNGA1_HUMAN)","4","CNGA1",0.00,"false",0.00,0.00,0.00,841.00,79.54,0.00,,,,,"false"
1715.00,"SINGLE PROTEIN","A6NEQ2",""," Protein FAM181B (F181B_HUMAN)","11","FAM181B",0.00,"false",0.00,0.00,0.00,841.00,42.63,0.00,,,,,"false"
1716.00,"SINGLE PROTEIN","Q9BT92",""," Trichoplein keratin filament-binding protein (TCHP_HUMAN)","12","TCHP",0.00,"false",0.00,0.00,0.00,841.00,61.03,0.00,,,,,"false"
1717.00,"SINGLE PROTEIN","Q9Y508",""," E3 ubiquitin-protein ligase RNF114 (RN114_HUMAN)","20","RNF114",0.00,"false",0.00,0.00,0.00,841.00,25.68,0.00,,,,,"false"
1718.00,"SINGLE PROTEIN","Q96PV0",""," Ras/Rap GTPase-activating protein SynGAP (SYGP1_HUMAN)","6","SYNGAP1",0.00,"false",0.00,0.00,0.00,841.00,148.19,0.00,,,,,"false"
1719.00,"SINGLE PROTEIN","Q9UJF2",""," Ras GTPase-activating protein nGAP (NGAP_HUMAN)","1","RASAL2",0.00,"false",0.00,0.00,0.00,841.00,128.48,0.00,,,,,"false"
1720.00,"RELATED AND UNRELATED PROTEINS","P27348","P31946,P31947,P61981,P62258,P63104,Q04917"," 14-3-3 protein theta (1433T_HUMAN)","2","YWHAQ",0.00,"false",0.00,0.00,0.00,841.00,27.75,0.00,,,,,"false"
1721.00,"SINGLE PROTEIN","Q9NVS2",""," 28S ribosomal protein S18a, mitochondrial (RT18A_HUMAN)","6","MRPS18A",0.00,"false",0.00,0.00,0.00,841.00,22.17,0.00,,,,,"false"
1722.00,"SINGLE PROTEIN","Q96PU8",""," Protein quaking (QKI_HUMAN)","6","QKI",0.00,"false",0.00,0.00,0.00,841.00,37.65,0.00,,,,,"false"
1723.00,"SINGLE PROTEIN","P16662",""," UDP-glucuronosyltransferase 2B7 (UD2B7_HUMAN)","4","UGT2B7",0.00,"false",0.00,0.00,0.00,841.00,60.65,0.00,,,,,"false"
1724.00,"SINGLE PROTEIN","P17987",""," T-complex protein 1 subunit alpha (TCPA_HUMAN)","6","TCP1",0.00,"false",0.00,0.00,0.00,841.00,60.31,0.00,,,,,"false"
1725.00,"SINGLE PROTEIN","Q0VAR9","","Putative uncharacterized protein CTBP1-AS1 (CTAS1_HUMAN)","4","CTBP1-AS1",0.00,"false",0.00,0.00,0.00,841.00,19.73,0.00,,,,,"false"
1726.00,"SINGLE PROTEIN","Q96PU4",""," E3 ubiquitin-protein ligase UHRF2 (UHRF2_HUMAN)","9","UHRF2",0.00,"false",0.00,0.00,0.00,841.00,89.93,0.00,,,,,"false"
1727.00,"SINGLE PROTEIN","A8MXB1","","Putative zinc-alpha-2-glycoprotein-like 2 (ZAGL2_HUMAN)","","",0.00,"false",0.00,0.00,0.00,841.00,12.80,0.00,,,,,"false"
1728.00,"SINGLE PROTEIN","Q9NVS9",""," Pyridoxine-5'-phosphate oxidase (PNPO_HUMAN)","17","PNPO",0.00,"false",0.00,0.00,0.00,841.00,29.97,0.00,,,,,"false"
1729.00,"SINGLE PROTEIN","Q02930",""," Cyclic AMP-responsive element-binding protein 5 (CREB5_HUMAN)","7","CREB5",0.00,"false",0.00,0.00,0.00,841.00,56.88,0.00,,,,,"false"
1730.00,"SINGLE PROTEIN","Q96PU5",""," E3 ubiquitin-protein ligase NEDD4-like (NED4L_HUMAN)","18","NEDD4L",0.00,"false",0.00,0.00,0.00,841.00,111.86,0.00,,,,,"false"
1731.00,"SINGLE PROTEIN","P29966",""," Myristoylated alanine-rich C-kinase substrate (MARCS_HUMAN)","6","MARCKS",0.00,"false",0.00,0.00,0.00,841.00,31.54,0.00,,,,,"false"
1732.00,"SINGLE PROTEIN","Q9Y512",""," Sorting and assembly machinery component 50 homolog (SAM50_HUMAN)","22","SAMM50",0.00,"false",0.00,0.00,0.00,841.00,51.94,0.00,,,,,"false"
1733.00,"SINGLE PROTEIN","Q6DJT9",""," Zinc finger protein PLAG1 (PLAG1_HUMAN)","8","PLAG1",0.00,"false",0.00,0.00,0.00,841.00,55.87,0.00,,,,,"false"
1734.00,"SINGLE PROTEIN","Q9BT88",""," Synaptotagmin-11 (SYT11_HUMAN)","1","SYT11",0.00,"false",0.00,0.00,0.00,841.00,48.27,0.00,,,,,"false"
1735.00,"SINGLE PROTEIN","A6NER0",""," TBC1 domain family member 3F (TBC3F_HUMAN)","17","TBC1D3F",0.00,"false",0.00,0.00,0.00,841.00,62.12,0.00,,,,,"false"
1736.00,"SINGLE PROTEIN","P30953",""," Olfactory receptor 1E1 (OR1E1_HUMAN)","17","OR1E1",0.00,"false",0.00,0.00,0.00,841.00,35.24,0.00,,,,,"false"
1737.00,"SINGLE PROTEIN","Q9UJG1",""," Motile sperm domain-containing protein 1 (MSPD1_HUMAN)","X","MOSPD1",0.00,"false",0.00,0.00,0.00,841.00,24.07,0.00,,,,,"false"
1738.00,"SINGLE PROTEIN","A6NF34",""," Anthrax toxin receptor-like (ANTRL_HUMAN)","10","ANTXRL",0.00,"false",0.00,0.00,0.00,841.00,62.86,0.00,,,,,"false"
1739.00,"SINGLE PROTEIN","Q9BT81",""," Transcription factor SOX-7 (SOX7_HUMAN)","8","SOX7",0.00,"false",0.00,0.00,0.00,841.00,42.17,0.00,,,,,"false"
1740.00,"RELATED AND UNRELATED PROTEINS","B4DXR9","Q15929,Q49A33,Q8NEM1,Q8TF20"," Zinc finger protein 732 (ZN732_HUMAN)","4","ZNF732",0.00,"false",0.00,0.00,0.00,841.00,67.80,0.00,,,,,"false"
1741.00,"SINGLE PROTEIN","Q9Y519",""," Transmembrane protein 184B (T184B_HUMAN)","22","TMEM184B",0.00,"false",0.00,0.00,0.00,841.00,45.53,0.00,,,,,"false"
1742.00,"SINGLE PROTEIN","Q9Y4P9",""," Sperm flagellar protein 1 (SPEF1_HUMAN)","20","SPEF1",0.00,"false",0.00,0.00,0.00,841.00,26.97,0.00,,,,,"false"
1743.00,"SINGLE PROTEIN","A4D2G3",""," Olfactory receptor 2A25 (O2A25_HUMAN)","7","OR2A25",0.00,"false",0.00,0.00,0.00,841.00,34.58,0.00,,,,,"false"
1744.00,"SINGLE PROTEIN","P15336",""," Cyclic AMP-dependent transcription factor ATF-2 (ATF2_HUMAN)","2","ATF2",0.00,"false",0.00,0.00,0.00,841.00,54.50,0.00,,,,,"false"
1745.00,"SINGLE PROTEIN","Q9Y4P8",""," WD repeat domain phosphoinositide-interacting protein 2 (WIPI2_HUMAN)","7","WIPI2",0.00,"false",0.00,0.00,0.00,841.00,49.38,0.00,,,,,"false"
1746.00,"SINGLE PROTEIN","Q9BSW2",""," EF-hand calcium-binding domain-containing protein 4B (EFC4B_HUMAN)","12","EFCAB4B",0.00,"false",0.00,0.00,0.00,841.00,45.56,0.00,,,,,"false"
1747.00,"SINGLE PROTEIN","P16671",""," Platelet glycoprotein 4 (CD36_HUMAN)","7","CD36",0.00,"false",0.00,0.00,0.00,841.00,53.02,0.00,,,,,"false"
1748.00,"SINGLE PROTEIN","Q9NVT9",""," Armadillo repeat-containing protein 1 (ARMC1_HUMAN)","8","ARMC1",0.00,"false",0.00,0.00,0.00,841.00,31.26,0.00,,,,,"false"
1749.00,"SINGLE PROTEIN","Q02928",""," Cytochrome P450 4A11 (CP4AB_HUMAN)","1","CYP4A11",0.00,"false",0.00,0.00,0.00,841.00,59.31,0.00,,,,,"false"
1750.00,"SINGLE PROTEIN","Q9BT76",""," Uroplakin-3b (UPK3B_HUMAN)","7","UPK3B",0.00,"false",0.00,0.00,0.00,841.00,33.86,0.00,,,,,"false"
1751.00,"SINGLE PROTEIN","A6NES4",""," Maestro heat-like repeat-containing protein family member 2A (MRO2A_HUMAN)","2","HEATR7B1",0.00,"false",0.00,0.00,0.00,841.00,193.05,0.00,,,,,"false"
1752.00,"SINGLE PROTEIN","Q9Y520",""," Protein PRRC2C (PRC2C_HUMAN)","1","PRRC2C",0.00,"false",0.00,0.00,0.00,841.00,316.72,0.00,,,,,"false"
1753.00,"SINGLE PROTEIN","Q9NVU0",""," DNA-directed RNA polymerase III subunit RPC5 (RPC5_HUMAN)","16","POLR3E",0.00,"false",0.00,0.00,0.00,841.00,79.85,0.00,,,,,"false"
1754.00,"SINGLE PROTEIN","Q9NW61",""," Pleckstrin homology domain-containing family J member 1 (PKHJ1_HUMAN)","19","PLEKHJ1",0.00,"false",0.00,0.00,0.00,841.00,17.54,0.00,,,,,"false"
1755.00,"SINGLE PROTEIN","Q9BT73",""," Proteasome assembly chaperone 3 (PSMG3_HUMAN)","7","PSMG3",0.00,"false",0.00,0.00,0.00,841.00,13.10,0.00,,,,,"false"
1756.00,"SINGLE PROTEIN","Q9NW64",""," Pre-mRNA-splicing factor RBM22 (RBM22_HUMAN)","5","RBM22",0.00,"false",0.00,0.00,0.00,841.00,46.87,0.00,,,,,"false"
1757.00,"SINGLE PROTEIN","P15311",""," Ezrin (EZRI_HUMAN)","6","EZR",0.00,"false",0.00,0.00,0.00,841.00,69.37,0.00,,,,,"false"
1758.00,"SINGLE PROTEIN","Q96Q45",""," Transmembrane protein 237 (TM237_HUMAN)","2","TMEM237",0.00,"false",0.00,0.00,0.00,841.00,45.50,0.00,,,,,"false"
1759.00,"SINGLE PROTEIN","Q8WVY7",""," Ubiquitin-like domain-containing CTD phosphatase 1 (UBCP1_HUMAN)","5","UBLCP1",0.00,"false",0.00,0.00,0.00,841.00,36.78,0.00,,,,,"false"
1760.00,"SINGLE PROTEIN","Q9NVU7",""," Protein SDA1 homolog (SDA1_HUMAN)","4","SDAD1",0.00,"false",0.00,0.00,0.00,841.00,79.82,0.00,,,,,"false"
1761.00,"SINGLE PROTEIN","Q96Q42",""," Alsin (ALS2_HUMAN)","2","ALS2",0.00,"false",0.00,0.00,0.00,841.00,183.52,0.00,,,,,"false"
1762.00,"SINGLE PROTEIN","A8MXD5",""," Glutaredoxin domain-containing cysteine-rich protein 1 (GRCR1_HUMAN)","4","GRXCR1",0.00,"false",0.00,0.00,0.00,841.00,32.27,0.00,,,,,"false"
1763.00,"SINGLE PROTEIN","Q495C1",""," Probable E3 SUMO-protein ligase RNF212 (RN212_HUMAN)","4","RNF212",0.00,"false",0.00,0.00,0.00,841.00,33.34,0.00,,,,,"false"
1764.00,"SINGLE PROTEIN","Q9Y536",""," Peptidyl-prolyl cis-trans isomerase A-like 4A (PAL4A_HUMAN)","1","PPIAL4A",0.00,"false",0.00,0.00,0.00,841.00,18.17,0.00,,,,,"false"
1765.00,"SINGLE PROTEIN","Q9Y530",""," O-acetyl-ADP-ribose deacetylase 1 (OARD1_HUMAN)","6","C6ORF130",0.00,"false",0.00,0.00,0.00,841.00,17.01,0.00,,,,,"false"
1766.00,"SINGLE PROTEIN","Q86VZ5",""," Phosphatidylcholine:ceramide cholinephosphotransferase 1 (SMS1_HUMAN)","10","SGMS1",0.00,"false",0.00,0.00,0.00,841.00,49.17,0.00,,,,,"false"
1767.00,"SINGLE PROTEIN","Q86VZ4",""," Low-density lipoprotein receptor-related protein 11 (LRP11_HUMAN)","6","LRP11",0.00,"false",0.00,0.00,0.00,841.00,53.28,0.00,,,,,"false"
1768.00,"UNRELATED PROTEINS","A6NGJ6","A6NI03"," Tripartite motif-containing protein 64 (TRI64_HUMAN)","11","TRIM64",0.00,"false",0.00,0.00,0.00,841.00,51.53,0.00,,,,,"false"
