"CSF-PR / CSF MIXED-MODE BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
649.00,"SINGLE PROTEIN","Q15124",""," Phosphoglucomutase-like protein 5 (PGM5_HUMAN)","9","PGM5",0.00,"false",0.00,0.00,0.00,547.00,62.19,30.73,,,,,"false"
650.00,"SINGLE PROTEIN","Q9H7L9",""," Sin3 histone deacetylase corepressor complex component SDS3 (SDS3_HUMAN)","12","SUDS3",0.00,"false",0.00,0.00,0.00,547.00,38.11,30.71,,,,,"false"
651.00,"SINGLE PROTEIN","P45974",""," Ubiquitin carboxyl-terminal hydrolase 5 (UBP5_HUMAN)","12","USP5",0.00,"false",0.00,0.00,0.00,547.00,95.73,30.67,,,,,"false"
652.00,"SINGLE PROTEIN","P01769",""," Ig heavy chain V-III region GA (HV308_HUMAN)","","",15.57,"false",1.00,2.00,0.02,152.00,13.16,30.66,,,,,"false"
653.00,"SINGLE PROTEIN","Q86VE9",""," Serine incorporator 5 (SERC5_HUMAN)","5","SERINC5",0.00,"false",0.00,0.00,0.00,547.00,46.98,30.63,,,,,"false"
654.00,"SINGLE PROTEIN","O60711",""," Leupaxin (LPXN_HUMAN)","11","LPXN",0.00,"false",0.00,0.00,0.00,547.00,43.30,30.60,,,,,"false"
655.00,"SINGLE PROTEIN","Q15413",""," Ryanodine receptor 3 (RYR3_HUMAN)","15","RYR3",0.00,"false",0.00,0.00,0.00,547.00,551.69,30.56,,,,,"false"
656.00,"SINGLE PROTEIN","Q6WRI0",""," Immunoglobulin superfamily member 10 (IGS10_HUMAN)","3","IGSF10",0.00,"false",0.00,0.00,0.00,547.00,290.66,30.51,,,,,"false"
657.00,"SINGLE PROTEIN","Q92547",""," DNA topoisomerase 2-binding protein 1 (TOPB1_HUMAN)","3","TOPBP1",0.00,"false",0.00,0.00,0.00,547.00,170.57,30.43,,,,,"false"
658.00,"SINGLE PROTEIN","B2RTY4",""," Unconventional myosin-IXa (MYO9A_HUMAN)","15","MYO9A",0.00,"false",0.00,0.00,0.00,547.00,292.52,30.43,,,,,"false"
659.00,"SINGLE PROTEIN","Q92859",""," Neogenin (NEO1_HUMAN)","15","NEO1",1.57,"false",1.00,1.00,0.00,453.00,159.92,30.19,,,,,"false"
660.00,"SINGLE PROTEIN","Q6NXT6",""," Transmembrane anterior posterior transformation protein 1 homolog (TAPT1_HUMAN)","4","TAPT1",0.00,"false",0.00,0.00,0.00,547.00,64.22,30.19,,,,,"false"
661.00,"SINGLE PROTEIN","Q99613",""," Eukaryotic translation initiation factor 3 subunit C (EIF3C_HUMAN)","16","EIF3C",0.00,"false",0.00,0.00,0.00,547.00,105.28,30.19,,,,,"false"
662.00,"SINGLE PROTEIN","Q12791",""," Calcium-activated potassium channel subunit alpha-1 (KCMA1_HUMAN)","10","KCNMA1",0.00,"false",0.00,0.00,0.00,547.00,137.47,29.98,,,,,"false"
663.00,"SINGLE PROTEIN","Q6ZV73",""," FYVE, RhoGEF and PH domain-containing protein 6 (FGD6_HUMAN)","12","FGD6",0.00,"false",0.00,0.00,0.00,547.00,160.71,29.76,,,,,"false"
664.00,"SINGLE PROTEIN","O14512",""," Suppressor of cytokine signaling 7 (SOCS7_HUMAN)","17","SOCS7",0.00,"false",0.00,0.00,0.00,547.00,62.93,29.74,,,,,"false"
665.00,"SINGLE PROTEIN","P49959",""," Double-strand break repair protein MRE11A (MRE11_HUMAN)","11","MRE11A",0.00,"false",0.00,1.00,0.00,463.00,80.54,29.71,,,,,"false"
666.00,"SINGLE PROTEIN","P55083",""," Microfibril-associated glycoprotein 4 (MFAP4_HUMAN)","17","MFAP4",7.06,"false",1.00,1.00,0.00,332.00,28.63,29.69,,,,,"false"
667.00,"SINGLE PROTEIN","P00558",""," Phosphoglycerate kinase 1 (PGK1_HUMAN)","X","PGK1",0.00,"false",0.00,0.00,0.00,547.00,44.59,29.67,,,,,"false"
668.00,"SINGLE PROTEIN","Q6ZS81",""," WD repeat- and FYVE domain-containing protein 4 (WDFY4_HUMAN)","10","WDFY4",0.00,"false",0.00,0.00,0.00,547.00,353.38,29.66,,,,,"false"
669.00,"SINGLE PROTEIN","Q9HCK4",""," Roundabout homolog 2 (ROBO2_HUMAN)","3","ROBO2",0.00,"false",0.00,0.00,0.00,547.00,151.11,29.62,,,,,"false"
670.00,"SINGLE PROTEIN","Q5TID7",""," Coiled-coil domain-containing protein 181 (CC181_HUMAN)","1","C1ORF114",0.00,"false",0.00,1.00,0.00,443.00,60.07,29.55,,,,,"false"
671.00,"SINGLE PROTEIN","P98155",""," Very low-density lipoprotein receptor (VLDLR_HUMAN)","9","VLDLR",0.00,"false",0.00,0.00,0.00,547.00,96.04,29.43,,,,,"false"
672.00,"SINGLE PROTEIN","Q69YH5",""," Cell division cycle-associated protein 2 (CDCA2_HUMAN)","8","CDCA2",1.76,"false",1.00,0.00,0.00,547.00,112.61,29.42,,,,,"false"
673.00,"SINGLE PROTEIN","Q3B7T1",""," Erythroid differentiation-related factor 1 (EDRF1_HUMAN)","","EDRF1",0.00,"false",0.00,0.00,0.00,547.00,138.44,29.30,,,,,"false"
674.00,"SINGLE PROTEIN","P29144",""," Tripeptidyl-peptidase 2 (TPP2_HUMAN)","13","TPP2",0.00,"false",0.00,0.00,0.00,547.00,138.26,29.05,,,,,"false"
675.00,"SINGLE PROTEIN","P01619",""," Ig kappa chain V-III region B6 (KV301_HUMAN)","","",27.78,"true",3.00,4.00,0.02,118.00,11.63,29.03,,,,,"false"
676.00,"SINGLE PROTEIN","Q5SYE7",""," NHS-like protein 1 (NHSL1_HUMAN)","6","NHSL1",0.00,"false",0.00,0.00,0.00,547.00,170.56,29.03,,,,,"false"
677.00,"SINGLE PROTEIN","Q9H2U1",""," ATP-dependent RNA helicase DHX36 (DHX36_HUMAN)","3","DHX36",0.00,"false",0.00,0.00,0.00,547.00,114.69,28.93,,,,,"false"
678.00,"SINGLE PROTEIN","Q5T1M5",""," FK506-binding protein 15 (FKB15_HUMAN)","9","FKBP15",0.00,"false",0.00,0.00,0.00,547.00,133.55,28.93,,,,,"false"
679.00,"SINGLE PROTEIN","O75445",""," Usherin (USH2A_HUMAN)","1","USH2A",0.00,"false",0.00,0.00,0.00,547.00,575.23,28.91,,,,,"false"
680.00,"SINGLE PROTEIN","Q9C0G0",""," Zinc finger protein 407 (ZN407_HUMAN)","18","ZNF407",0.00,"false",0.00,0.00,0.00,547.00,247.21,28.79,,,,,"false"
681.00,"SINGLE PROTEIN","P49815",""," Tuberin (TSC2_HUMAN)","16","TSC2",0.00,"false",0.00,0.00,0.00,547.00,200.48,28.76,,,,,"false"
682.00,"SINGLE PROTEIN","Q7Z5P9",""," Mucin-19 (MUC19_HUMAN)","12","MUC19",0.00,"false",0.00,1.00,0.00,523.00,597.78,28.72,,,,,"false"
683.00,"SINGLE PROTEIN","Q6ZSZ5",""," Rho guanine nucleotide exchange factor 18 (ARHGI_HUMAN)","19","ARHGEF18",0.00,"false",0.00,0.00,0.00,547.00,130.70,28.67,,,,,"false"
684.00,"SINGLE PROTEIN","O95425",""," Supervillin (SVIL_HUMAN)","10","SVIL",0.00,"false",0.00,0.00,0.00,547.00,247.59,28.64,,,,,"false"
685.00,"SINGLE PROTEIN","Q7Z7M0",""," Multiple epidermal growth factor-like domains protein 8 (MEGF8_HUMAN)","19","MEGF8",0.00,"false",0.00,1.00,0.00,525.00,302.90,19.59,,,,,"false"
686.00,"SINGLE PROTEIN","O00763",""," Acetyl-CoA carboxylase 2 (ACACB_HUMAN)","12","ACACB",0.00,"false",0.00,0.00,0.00,547.00,276.37,19.59,,,,,"false"
687.00,"SINGLE PROTEIN","P19838",""," Nuclear factor NF-kappa-B p105 subunit (NFKB1_HUMAN)","4","NFKB1",0.00,"false",0.00,0.00,0.00,547.00,105.29,19.40,,,,,"false"
688.00,"SINGLE PROTEIN","Q9NXF1",""," Testis-expressed sequence 10 protein (TEX10_HUMAN)","9","TEX10",1.72,"false",1.00,1.00,0.00,414.00,105.61,19.02,,,,,"false"
689.00,"SINGLE PROTEIN","A7E2Y1",""," Myosin-7B (MYH7B_HUMAN)","20","MYH7B",0.00,"false",0.00,0.00,0.00,547.00,221.25,19.02,,,,,"false"
690.00,"SINGLE PROTEIN","Q9UKF5",""," Disintegrin and metalloproteinase domain-containing protein 29 (ADA29_HUMAN)","4","ADAM29",0.00,"false",0.00,0.00,0.00,547.00,92.70,19.02,,,,,"false"
691.00,"SINGLE PROTEIN","Q8N9V2",""," Probable E3 ubiquitin-protein ligase TRIML1 (TRIML_HUMAN)","4","TRIML1",0.00,"false",0.00,0.00,0.00,547.00,52.97,19.02,,,,,"false"
692.00,"SINGLE PROTEIN","Q9Y4D2",""," Sn1-specific diacylglycerol lipase alpha (DGLA_HUMAN)","11","DAGLA",0.00,"false",0.00,0.00,0.00,547.00,114.88,19.02,,,,,"false"
693.00,"SINGLE PROTEIN","Q86VF7",""," Nebulin-related-anchoring protein (NRAP_HUMAN)","10","NRAP",0.00,"false",0.00,0.00,0.00,547.00,196.95,19.02,,,,,"false"
694.00,"SINGLE PROTEIN","Q9NRJ7",""," Protocadherin beta-16 (PCDBG_HUMAN)","5","PCDHB16",0.00,"false",0.00,0.00,0.00,547.00,84.93,19.02,,,,,"false"
695.00,"SINGLE PROTEIN","Q6ZUG5",""," Uncharacterized protein FLJ43738 (YC006_HUMAN)","","",0.00,"false",0.00,0.00,0.00,547.00,66.00,19.02,,,,,"false"
696.00,"SINGLE PROTEIN","Q9C0K0",""," B-cell lymphoma/leukemia 11B (BC11B_HUMAN)","14","BCL11B",0.00,"false",0.00,0.00,0.00,547.00,95.46,18.83,,,,,"false"
697.00,"RELATED PROTEINS","P02533","P08779"," Keratin, type I cytoskeletal 14 (K1C14_HUMAN)","17","KRT14",2.33,"false",1.00,1.00,0.00,492.00,51.53,18.64,,,,,"false"
698.00,"SINGLE PROTEIN","Q9Y3S1",""," Serine/threonine-protein kinase WNK2 (WNK2_HUMAN)","9","WNK2",0.00,"false",0.00,0.00,0.00,547.00,242.52,18.64,,,,,"false"
699.00,"SINGLE PROTEIN","P07197",""," Neurofilament medium polypeptide (NFM_HUMAN)","8","NEFM",0.00,"false",0.00,0.00,0.00,547.00,102.41,18.64,,,,,"false"
700.00,"SINGLE PROTEIN","P52735",""," Guanine nucleotide exchange factor VAV2 (VAV2_HUMAN)","9","VAV2",0.00,"false",0.00,0.00,0.00,547.00,101.22,18.39,,,,,"false"
701.00,"SINGLE PROTEIN","Q08431",""," Lactadherin (MFGM_HUMAN)","15","MFGE8",3.10,"false",1.00,1.00,0.00,348.00,43.10,18.23,,,,,"false"
702.00,"SINGLE PROTEIN","O75969",""," A-kinase anchor protein 3 (AKAP3_HUMAN)","12","AKAP3",0.00,"false",0.00,0.00,0.00,547.00,94.69,18.08,,,,,"false"
703.00,"SINGLE PROTEIN","Q9P202",""," Whirlin (WHRN_HUMAN)","","WHRN",0.00,"false",0.00,0.00,0.00,547.00,96.53,18.08,,,,,"false"
704.00,"SINGLE PROTEIN","O43847",""," Nardilysin (NRDC_HUMAN)","1","NRD1",0.00,"false",0.00,0.00,0.00,547.00,131.49,18.08,,,,,"false"
705.00,"SINGLE PROTEIN","Q9NQG7",""," Hermansky-Pudlak syndrome 4 protein (HPS4_HUMAN)","22","HPS4",0.00,"false",0.00,0.00,0.00,547.00,76.87,18.08,,,,,"false"
706.00,"SINGLE PROTEIN","P24394",""," Interleukin-4 receptor subunit alpha (IL4RA_HUMAN)","16","IL4R",0.00,"false",0.00,0.00,0.00,547.00,89.60,17.89,,,,,"false"
707.00,"SINGLE PROTEIN","Q86X27",""," Ras-specific guanine nucleotide-releasing factor RalGPS2 (RGPS2_HUMAN)","1","RALGPS2",0.00,"false",0.00,0.00,0.00,547.00,65.13,17.51,,,,,"false"
708.00,"SINGLE PROTEIN","Q9HCJ0",""," Trinucleotide repeat-containing gene 6C protein (TNR6C_HUMAN)","17","TNRC6C",0.00,"false",0.00,0.00,0.00,547.00,175.86,17.51,,,,,"false"
709.00,"SINGLE PROTEIN","P22674",""," Cyclin-O (CCNO_HUMAN)","5","CCNO",0.00,"false",0.00,0.00,0.00,547.00,38.07,17.51,,,,,"false"
710.00,"SINGLE PROTEIN","Q9UKX3",""," Myosin-13 (MYH13_HUMAN)","17","MYH13",0.00,"false",0.00,0.00,0.00,547.00,223.47,17.44,,,,,"false"
711.00,"SINGLE PROTEIN","Q3MJ13",""," WD repeat-containing protein 72 (WDR72_HUMAN)","15","WDR72",0.00,"false",0.00,0.00,0.00,547.00,123.35,17.35,,,,,"false"
712.00,"UNRELATED PROTEINS","P01814","P04438"," Ig heavy chain V-II region OU (HV201_HUMAN)","","",5.56,"false",1.00,1.00,0.00,302.00,14.27,17.33,,,,,"false"
713.00,"SINGLE PROTEIN","Q9Y5S1",""," Transient receptor potential cation channel subfamily V member 2 (TRPV2_HUMAN)","17","TRPV2",0.00,"false",0.00,0.00,0.00,547.00,85.93,17.33,,,,,"false"
714.00,"SINGLE PROTEIN","P11229",""," Muscarinic acetylcholine receptor M1 (ACM1_HUMAN)","11","CHRM1",0.00,"false",0.00,0.00,0.00,547.00,51.39,17.33,,,,,"false"
715.00,"SINGLE PROTEIN","Q9BRD0",""," BUD13 homolog (BUD13_HUMAN)","11","BUD13",0.00,"false",0.00,0.00,0.00,547.00,70.48,17.29,,,,,"false"
716.00,"SINGLE PROTEIN","P06331",""," Ig heavy chain V-II region ARH-77 (HV209_HUMAN)","","",17.12,"true",4.00,10.00,0.03,93.00,16.22,17.26,,,,,"false"
717.00,"SINGLE PROTEIN","P35556",""," Fibrillin-2 (FBN2_HUMAN)","5","FBN2",0.00,"false",0.00,0.00,0.00,547.00,314.56,17.23,,,,,"false"
718.00,"SINGLE PROTEIN","Q9UQE7",""," Structural maintenance of chromosomes protein 3 (SMC3_HUMAN)","10","SMC3",0.00,"false",0.00,0.00,0.00,547.00,141.45,17.20,,,,,"false"
719.00,"SINGLE PROTEIN","P04626",""," Receptor tyrosine-protein kinase erbB-2 (ERBB2_HUMAN)","17","ERBB2",0.00,"false",0.00,1.00,0.00,494.00,137.82,17.14,,,,,"false"
720.00,"SINGLE PROTEIN","P35579",""," Myosin-9 (MYH9_HUMAN)","22","MYH9",0.00,"false",0.00,0.00,0.00,547.00,226.39,17.14,,,,,"false"
721.00,"SINGLE PROTEIN","Q13393",""," Phospholipase D1 (PLD1_HUMAN)","3","PLD1",0.00,"false",0.00,0.00,0.00,547.00,124.11,17.14,,,,,"false"
722.00,"SINGLE PROTEIN","Q9C0D2",""," Centrosomal protein of 295 kDa (CE295_HUMAN)","11","KIAA1731",0.00,"false",0.00,1.00,0.00,537.00,295.00,17.14,,,,,"false"
723.00,"RELATED PROTEINS","O00507","Q93008"," Probable ubiquitin carboxyl-terminal hydrolase FAF-Y (USP9Y_HUMAN)","Y","USP9Y",0.00,"false",0.00,0.00,0.00,547.00,290.89,17.13,,,,,"false"
724.00,"SINGLE PROTEIN","O14974",""," Protein phosphatase 1 regulatory subunit 12A (MYPT1_HUMAN)","12","PPP1R12A",2.23,"false",1.00,1.00,0.00,430.00,115.21,17.11,,,,,"false"
725.00,"SINGLE PROTEIN","Q9NZJ4",""," Sacsin (SACS_HUMAN)","13","SACS",0.00,"false",0.00,0.00,0.00,547.00,520.79,16.95,,,,,"false"
726.00,"SINGLE PROTEIN","O15021",""," Microtubule-associated serine/threonine-protein kinase 4 (MAST4_HUMAN)","5","MAST4",0.00,"false",0.00,0.00,0.00,547.00,284.20,16.95,,,,,"false"
727.00,"SINGLE PROTEIN","P17098",""," Zinc finger protein 8 (ZNF8_HUMAN)","19","ZNF8",0.00,"false",0.00,0.00,0.00,547.00,64.93,16.76,,,,,"false"
728.00,"SINGLE PROTEIN","P46531",""," Neurogenic locus notch homolog protein 1 (NOTC1_HUMAN)","9","NOTCH1",0.00,"false",0.00,0.00,0.00,547.00,272.32,16.57,,,,,"false"
729.00,"SINGLE PROTEIN","Q9NV96",""," Cell cycle control protein 50A (CC50A_HUMAN)","6","TMEM30A",0.00,"false",0.00,0.00,0.00,547.00,40.66,16.38,,,,,"false"
730.00,"SINGLE PROTEIN","Q9H251",""," Cadherin-23 (CAD23_HUMAN)","10","CDH23",0.00,"false",0.00,0.00,0.00,547.00,369.27,16.38,,,,,"false"
731.00,"SINGLE PROTEIN","O15394",""," Neural cell adhesion molecule 2 (NCAM2_HUMAN)","21","NCAM2",2.63,"false",1.00,1.00,0.00,474.00,92.99,15.82,,,,,"false"
732.00,"SINGLE PROTEIN","Q8N2S1",""," Latent-transforming growth factor beta-binding protein 4 (LTBP4_HUMAN)","19","LTBP4",0.00,"false",0.00,1.00,0.00,532.00,173.32,15.82,,,,,"false"
733.00,"SINGLE PROTEIN","Q96L73",""," Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (NSD1_HUMAN)","5","NSD1",0.00,"false",0.00,0.00,0.00,547.00,296.46,15.82,,,,,"false"
734.00,"SINGLE PROTEIN","P46940",""," Ras GTPase-activating-like protein IQGAP1 (IQGA1_HUMAN)","15","IQGAP1",1.51,"false",1.00,1.00,0.00,470.00,189.13,15.63,,,,,"false"
735.00,"SINGLE PROTEIN","Q149N8",""," E3 ubiquitin-protein ligase SHPRH (SHPRH_HUMAN)","6","SHPRH",0.00,"false",0.00,0.00,0.00,547.00,192.96,15.63,,,,,"false"
736.00,"SINGLE PROTEIN","P84550",""," SKI family transcriptional corepressor 1 (SKOR1_HUMAN)","15","SKOR1",0.00,"false",0.00,0.00,0.00,547.00,99.77,15.60,,,,,"false"
737.00,"SINGLE PROTEIN","P04434",""," Ig kappa chain V-III region VH (Fragment) (KV310_HUMAN)","","",15.52,"false",1.00,1.00,0.01,187.00,12.75,15.44,,,,,"false"
738.00,"SINGLE PROTEIN","Q04756",""," Hepatocyte growth factor activator (HGFA_HUMAN)","4","HGFAC",2.29,"false",1.00,7.00,0.02,153.00,70.64,15.44,,,,,"false"
739.00,"SINGLE PROTEIN","Q99497",""," Protein deglycase DJ-1 (PARK7_HUMAN)","1","PARK7",11.64,"false",1.00,1.00,0.01,277.00,19.88,15.44,,,,,"false"
740.00,"SINGLE PROTEIN","Q06033",""," Inter-alpha-trypsin inhibitor heavy chain H3 (ITIH3_HUMAN)","3","ITIH3",3.03,"false",1.00,1.00,0.00,487.00,99.79,15.44,,,,,"false"
741.00,"SINGLE PROTEIN","P01707",""," Ig lambda chain V-II region TRO (LV204_HUMAN)","","",11.71,"false",1.00,1.00,0.01,175.00,11.55,15.44,,,,,"false"
742.00,"SINGLE PROTEIN","Q9Y646",""," Carboxypeptidase Q (CBPQ_HUMAN)","8","CPQ",0.00,"false",0.00,0.00,0.00,547.00,51.85,15.44,,,,,"false"
743.00,"SINGLE PROTEIN","O43193",""," Motilin receptor (MTLR_HUMAN)","13","MLNR",0.00,"false",0.00,1.00,0.00,398.00,45.32,15.44,,,,,"false"
744.00,"SINGLE PROTEIN","Q9UHJ3",""," Scm-like with four MBT domains protein 1 (SMBT1_HUMAN)","3","SFMBT1",0.00,"false",0.00,0.00,0.00,547.00,98.08,15.44,,,,,"false"
745.00,"SINGLE PROTEIN","Q9H7F0",""," Probable cation-transporting ATPase 13A3 (AT133_HUMAN)","3","ATP13A3",0.00,"false",0.00,0.00,0.00,547.00,137.95,15.44,,,,,"false"
746.00,"SINGLE PROTEIN","Q8IWU2",""," Serine/threonine-protein kinase LMTK2 (LMTK2_HUMAN)","7","LMTK2",0.00,"false",0.00,0.00,0.00,547.00,164.80,15.44,,,,,"false"
747.00,"RELATED PROTEINS","P21127","Q9UQ88"," Cyclin-dependent kinase 11B (CD11B_HUMAN)","1","CDK11B",0.00,"false",0.00,0.00,0.00,547.00,92.65,15.44,,,,,"false"
748.00,"SINGLE PROTEIN","Q9P1Z9",""," Coiled-coil domain-containing protein 180 (CC180_HUMAN)","9","C9ORF174",0.00,"false",0.00,0.00,0.00,547.00,190.98,15.44,,,,,"false"
749.00,"SINGLE PROTEIN","Q9NRA8",""," Eukaryotic translation initiation factor 4E transporter (4ET_HUMAN)","22","EIF4ENIF1",0.00,"false",0.00,0.00,0.00,547.00,108.13,15.44,,,,,"false"
750.00,"SINGLE PROTEIN","O14526",""," F-BAR domain only protein 1 (FCHO1_HUMAN)","19","FCHO1",0.00,"false",0.00,0.00,0.00,547.00,96.80,15.41,,,,,"false"
751.00,"SINGLE PROTEIN","Q7RTP0",""," Magnesium transporter NIPA1 (NIPA1_HUMAN)","15","NIPA1",0.00,"false",0.00,0.00,0.00,547.00,34.54,15.41,,,,,"false"
752.00,"SINGLE PROTEIN","Q2TAC6",""," Kinesin-like protein KIF19 (KIF19_HUMAN)","17","KIF19",0.00,"false",0.00,0.00,0.00,547.00,111.26,15.25,,,,,"false"
753.00,"SINGLE PROTEIN","Q9Y6H5",""," Synphilin-1 (SNCAP_HUMAN)","5","SNCAIP",0.00,"false",0.00,0.00,0.00,547.00,100.35,15.25,,,,,"false"
754.00,"SINGLE PROTEIN","Q86VM9",""," Zinc finger CCCH domain-containing protein 18 (ZCH18_HUMAN)","16","ZC3H18",0.00,"false",0.00,0.00,0.00,547.00,106.32,15.25,,,,,"false"
755.00,"SINGLE PROTEIN","P16402",""," Histone H1.3 (H13_HUMAN)","6","HIST1H1D",0.00,"false",0.00,0.00,0.00,547.00,22.34,15.25,,,,,"false"
756.00,"SINGLE PROTEIN","Q7Z6J9",""," tRNA-splicing endonuclease subunit Sen54 (SEN54_HUMAN)","17","TSEN54",0.00,"false",0.00,0.00,0.00,547.00,58.78,15.25,,,,,"false"
757.00,"SINGLE PROTEIN","Q9NYV6",""," RNA polymerase I-specific transcription initiation factor RRN3 (RRN3_HUMAN)","16","RRN3",0.00,"false",0.00,0.00,0.00,547.00,74.06,15.25,,,,,"false"
758.00,"SINGLE PROTEIN","A4D0S4",""," Laminin subunit beta-4 (LAMB4_HUMAN)","7","LAMB4",0.00,"false",0.00,0.00,0.00,547.00,193.41,15.25,,,,,"false"
759.00,"SINGLE PROTEIN","Q14204",""," Cytoplasmic dynein 1 heavy chain 1 (DYHC1_HUMAN)","14","DYNC1H1",0.00,"false",0.00,0.00,0.00,547.00,532.07,15.25,,,,,"false"
760.00,"SINGLE PROTEIN","Q8NDV7",""," Trinucleotide repeat-containing gene 6A protein (TNR6A_HUMAN)","16","TNRC6A",0.00,"false",0.00,0.00,0.00,547.00,210.17,15.23,,,,,"false"
761.00,"SINGLE PROTEIN","Q86XQ3",""," Cation channel sperm-associated protein 3 (CTSR3_HUMAN)","5","CATSPER3",0.00,"false",0.00,0.00,0.00,547.00,46.39,15.07,,,,,"false"
762.00,"SINGLE PROTEIN","Q2UY09",""," Collagen alpha-1(XXVIII) chain (COSA1_HUMAN)","7","COL28A1",0.00,"false",0.00,0.00,0.00,547.00,116.58,15.07,,,,,"false"
763.00,"SINGLE PROTEIN","Q92729",""," Receptor-type tyrosine-protein phosphatase U (PTPRU_HUMAN)","1","PTPRU",0.00,"false",0.00,0.00,0.00,547.00,162.32,15.07,,,,,"false"
764.00,"SINGLE PROTEIN","Q8NI35",""," InaD-like protein (INADL_HUMAN)","1","INADL",0.00,"false",0.00,1.00,0.00,466.00,196.25,15.07,,,,,"false"
765.00,"SINGLE PROTEIN","Q8TEU7",""," Rap guanine nucleotide exchange factor 6 (RPGF6_HUMAN)","5","RAPGEF6",0.00,"false",0.00,0.00,0.00,547.00,179.31,14.88,,,,,"false"
766.00,"RELATED PROTEINS","P02538","P04259,P13647,P48668"," Keratin, type II cytoskeletal 6A (K2C6A_HUMAN)","12","KRT6A",0.00,"false",0.00,1.00,0.00,465.00,60.01,14.50,,,,,"false"
767.00,"SINGLE PROTEIN","Q8IWL3",""," Iron-sulfur cluster co-chaperone protein HscB, mitochondrial (HSC20_HUMAN)","22","HSCB",0.00,"false",0.00,0.00,0.00,547.00,27.40,14.50,,,,,"false"
768.00,"SINGLE PROTEIN","P33991",""," DNA replication licensing factor MCM4 (MCM4_HUMAN)","8","MCM4",0.00,"false",0.00,0.00,0.00,547.00,96.50,14.50,,,,,"false"
769.00,"SINGLE PROTEIN","Q9H9T3",""," Elongator complex protein 3 (ELP3_HUMAN)","8","ELP3",0.00,"false",0.00,0.00,0.00,547.00,62.22,14.50,,,,,"false"
770.00,"SINGLE PROTEIN","B3KS81",""," Serine/arginine repetitive matrix protein 5 (SRRM5_HUMAN)","19","SRRM5",0.00,"false",0.00,0.00,0.00,547.00,80.31,14.50,,,,,"false"
771.00,"SINGLE PROTEIN","Q15746",""," Myosin light chain kinase, smooth muscle (MYLK_HUMAN)","3","MYLK",0.00,"false",0.00,0.00,0.00,547.00,210.58,14.50,,,,,"false"
772.00,"SINGLE PROTEIN","Q5HYW2",""," NHS-like protein 2 (NHSL2_HUMAN)","X","NHSL2",0.00,"false",0.00,0.00,0.00,547.00,76.25,14.45,,,,,"false"
773.00,"SINGLE PROTEIN","O60673",""," DNA polymerase zeta catalytic subunit (DPOLZ_HUMAN)","6","REV3L",0.00,"false",0.00,0.00,0.00,547.00,352.55,14.29,,,,,"false"
774.00,"SINGLE PROTEIN","Q01668",""," Voltage-dependent L-type calcium channel subunit alpha-1D (CAC1D_HUMAN)","3","CACNA1D",0.00,"false",0.00,0.00,0.00,547.00,244.98,14.23,,,,,"false"
775.00,"SINGLE PROTEIN","Q8WXX0",""," Dynein heavy chain 7, axonemal (DYH7_HUMAN)","2","DNAH7",0.65,"false",1.00,1.00,0.00,534.00,460.86,14.12,,,,,"false"
776.00,"SINGLE PROTEIN","Q96PJ5",""," Fc receptor-like protein 4 (FCRL4_HUMAN)","1","FCRL4",0.00,"false",0.00,0.00,0.00,547.00,57.19,14.12,,,,,"false"
777.00,"SINGLE PROTEIN","Q8WZA2",""," Rap guanine nucleotide exchange factor 4 (RPGF4_HUMAN)","2","RAPGEF4",0.00,"false",0.00,0.00,0.00,547.00,115.45,14.12,,,,,"false"
778.00,"SINGLE PROTEIN","Q9H0D2",""," Zinc finger protein 541 (ZN541_HUMAN)","19","ZNF541",0.00,"false",0.00,0.00,0.00,547.00,147.72,14.07,,,,,"false"
779.00,"SINGLE PROTEIN","P14616",""," Insulin receptor-related protein (INSRR_HUMAN)","1","INSRR",0.00,"false",0.00,0.00,0.00,547.00,143.63,14.04,,,,,"false"
780.00,"SINGLE PROTEIN","Q96S53",""," Dual specificity testis-specific protein kinase 2 (TESK2_HUMAN)","1","TESK2",0.00,"false",0.00,0.00,0.00,547.00,63.60,13.94,,,,,"false"
781.00,"SINGLE PROTEIN","Q5T0B9",""," Zinc finger protein 362 (ZN362_HUMAN)","1","ZNF362",0.00,"false",0.00,1.00,0.00,326.00,45.79,13.94,,,,,"false"
782.00,"SINGLE PROTEIN","Q8IWF9",""," Coiled-coil domain-containing protein 83 (CCD83_HUMAN)","11","CCDC83",0.00,"false",0.00,0.00,0.00,547.00,48.82,13.94,,,,,"false"
783.00,"SINGLE PROTEIN","Q14241",""," Transcription elongation factor B polypeptide 3 (ELOA1_HUMAN)","1","TCEB3",0.00,"false",0.00,0.00,0.00,547.00,89.85,13.94,,,,,"false"
784.00,"SINGLE PROTEIN","Q9GZR2",""," RNA exonuclease 4 (REXO4_HUMAN)","9","REXO4",0.00,"false",0.00,0.00,0.00,547.00,46.64,13.94,,,,,"false"
785.00,"SINGLE PROTEIN","O15195",""," Villin-like protein (VILL_HUMAN)","3","VILL",0.00,"false",0.00,1.00,0.00,422.00,95.85,13.94,,,,,"false"
