Entry	Mass
Q96I24	61,640
Q6P050	27,269
A0A2Z4LIS9	29,900
P02794	21,226
Q8NCL4	71,159
P51114	69,721
Q86SF2	75,389
P15976	42,751
Q8N878	62,523
Q14697	106,874
A2A2Y4	68,772
P23769	50,500
Q7Z6J6	65,065
Q9Y2I7	237,136
Q96NE9	72,044
Q6ZUT3	81,614
P23771	47,916
O60318	218,405
Q9BZ67	51,218
Q8TET4	104,334
P43694	44,565
Q9H2C0	67,638
Q6ZQY3	59,246
Q9BWX5	41,299
Q99543	71,996
Q92908	60,033
P21217	42,117
P04406	36,053
Q96PD7	43,831
O43903	34,945
Q6UWP2	28,308
Q92782	44,128
P59022	9,286
P21728	49,293
Q6RFH8	39,442
P56555	12,955
Q9BQC3	52,083
Q5SXM8	19,204
O00429	81,877
O00148	49,130
Q9H410	40,067
P27487	88,279
Q7Z7J5	33,784
P01911	29,966
A6NC42	13,498
Q1HG44	34,787
Q96AV8	99,888
Q8IVF4	514,841
Q9HDB8	27,904
Q6IA86	92,500
Q15717	36,092
Q8N0W7	29,241
P20930	435,170
A6NHQ2	34,803
Q9Y324	23,370
O14526	96,861
Q99581	25,030
P05230	17,460
O00602	35,078
Q8NCQ5	57,258
O75426	64,889
Q8NI29	31,623
Q9BQS8	166,983
P30049	17,490
O14874	46,360
P46379	119,409
Q9H0E9	135,336
P20749	47,584
P30043	22,119
Q96KX2	35,025
O15234	76,278
P29466	45,159
Q9BV19	21,877
Q3SXM0	44,264
Q9UPW5	138,448
Q96GG9	30,124
P0DP23	16,838
Q8NDD1	32,610
Q5U5Z8	104,194
Q6PH85	30,179
Q8NDL9	97,534
Q8NEQ5	16,886
P07339	44,552
O75976	152,931
P0DP25	16,838
Q9UBX1	53,366
A6NLC5	27,769
P0DN24	10,933
P55212	33,310
Q8IW40	27,163
Q8N907	20,180
Q8IYE0	112,806
Q6ZP82	166,261
Q13166	9,224
P16152	30,375
M0R2J8	200,591
A0A0D9SF12	16,203
A0A1B0GTI1	20,621
A0A1B0GUA6	21,921
Q13698	212,350
Q5SR53	18,168
O75493	36,238
Q96M83	157,448
P35218	34,750
O95992	31,745
Q96CB5	18,380
O15432	15,681
Q6PB30	8,697
P0DML3	24,994
Q86X45	54,255
Q15828	16,511
Q9GZS0	68,821
Q7Z478	155,236
Q9NPF5	52,993
Q14147	128,120
O43143	90,933
Q8NCM8	492,622
Q9H5J4	31,376
O60739	12,824
Q5JVL4	73,990
Q8N3T1	73,063
Q15006	34,834
P78545	41,454
P55199	68,265
Q6ZVH7	108,132
Q8WW52	64,028
C9JC47	42,896
P0CG42	43,129
P0CG43	43,408
Q96RQ1	42,549
P07359	71,540
Q96MY7	73,647
Q6J272	36,165
Q9NVM1	18,374
Q9BTA0	18,414
A8MTA8	30,575
A1L162	17,672
P22794	26,213
O60447	92,949
A8MZ36	33,953
O95718	48,054
Q92817	231,604
O76042	14,968
Q5FWF5	94,983
Q1W209	24,186
O75477	39,171
Q96J88	36,793
Q7Z2K6	100,231
Q9NQ30	20,095
Q7L775	70,370
Q99502	64,593
Q3ZCQ3	16,967
A6PVY3	18,145
Q8N9Y4	38,724
Q86X51	51,894
Q8TCP9	66,276
Q14315	291,022
Q96DP5	43,832
Q4L180	130,382
Q5VT28	7,388
Q9BX63	140,867
Q96CU9	53,812
P51116	74,223
O60883	52,771
P02792	20,020
Q9BWH2	20,676
P01358	1,004
Q6IN97	35,161
Q6P9A2	69,561
O75311	53,800
Q3MIP1	58,446
Q9NZD1	38,791
P14672	54,787
P61296	23,666
P38484	37,806
P0CG29	27,506
O60565	20,697
Q16661	12,069
P25092	123,403
Q14641	15,445
P05111	39,670
Q9UJM8	40,924
P48058	100,871
O43424	113,356
Q75QN2	113,088
P09211	23,356
Q9C0E4	112,573
Q5TC63	38,554
P08263	25,631
Q99877	13,922
Q9P266	148,351
P58166	38,561
P0DPK5	16,466
Q5VZ72	27,768
Q75WM6	28,116
Q5JVS0	45,785
Q8IZA3	35,813
Q9GZN0	40,246
O95800	59,359
Q14451	59,681
Q93100	124,884
Q3SY84	57,292
P29622	48,542
Q9UMN6	293,515
Q14CN4	55,877
Q6ZU52	79,163
Q86T24	74,484
O60268	46,639
Q86Y46	58,923
P63252	48,288
O94854	135,148
Q8NEZ4	541,370
O14686	593,389
Q9UHW5	32,761
P48549	56,603
Q9NW75	58,944
Q5T3I0	50,381
P49863	28,882
Q96MM7	69,130
O00270	35,075
Q9UIQ6	117,349
P15515	6,963
P41223	17,000
Q8WUZ0	23,468
P54687	42,966
Q6ZUJ8	90,398
Q8N5S3	32,142
Q9BXY5	63,835
A8MZ97	21,174
Q96LS8	17,367
Q86UT8	37,974
O60931	41,738
Q9NXF7	24,193
Q5D0E6	59,363
Q8IWE4	34,291
Q9NXV6	61,125
Q96BT1	33,461
Q5VZK9	151,557
Q6ZRV3	16,900
P16870	53,151
P0CE67	11,337
P09668	37,394
Q9BWC9	32,032
Q9H0I3	44,220
Q8IVL8	42,529
Q5TAQ9	66,852
Q6ZUS5	33,061
Q5T0U0	32,206
Q6PK04	33,231
Q6UXS9	38,907
P31415	45,160
Q8NCX0	128,761
Q6TFL3	152,810
P0CW27	48,709
Q8NDH2	801,912
P27797	48,142
P27824	67,568
P51636	18,291
P32321	20,016
O43852	37,107
A6NF36	17,536
O95931	28,341
Q9P1Z2	77,336
A6NC98	164,809
Q9HBI5	15,007
Q9UK00	17,468
P55289	88,332
Q86UP0	87,752
Q9H2F9	38,869
O75973	26,453
Q8WXS4	20,932
Q5T0F9	94,224
O15335	40,476
P86791	55,866
Q16790	49,698
P36222	42,625
Q99643	18,610
Q9BSY4	12,395
P49918	32,177
Q53FE4	39,644
P21730	39,336
Q96LL4	36,790
Q9NP97	10,922
Q9NZV1	113,738
P54107	28,481
P07320	20,738
Q9UBL6	70,294
Q6ZR85	19,931
Q96FQ7	10,201
P20815	57,109
Q96MF6	27,686
Q96BA8	57,005
Q9H336	56,888
P09603	60,179
P05093	57,371
Q9UJA2	32,593
Q9NQ92	20,066
Q9Y281	18,737
P49682	40,660
Q9HC47	8,406
P99999	11,749
Q8NFK1	31,299
Q8NCS7	81,694
P02778	10,881
P28715	133,108
O14625	10,365
P08709	51,594
Q8WV16	55,694
Q8NE31	65,727
Q96JK2	103,963
Q58WW2	96,292
Q8NDB6	24,412
Q8WXF8	36,179
A0PJW8	11,880
O95865	29,644
Q92499	82,432
Q14118	97,441
O14576	72,955
Q5VU92	51,201
O95786	106,600
P11362	91,868
Q6NSW5	40,514
Q8WXU2	48,527
Q96FG2	43,046
Q13347	36,502
Q8IUX8	61,317
O94919	55,017
P00533	134,277
Q8N7U6	93,802
Q8N766	111,759
Q8NDI1	140,017
Q9BV81	12,017
Q92731	59,216
Q2M3D2	45,859
Q6NXG1	75,585
A0A1B0GW35	20,250
Q9NQ60	32,840
Q9UQ84	94,103
Q9H8W3	27,021
Q6P1L5	61,968
O75616	48,350
Q7L5A3	56,690
Q8N7L0	16,362
A6NFA0	37,613
Q96EK7	103,783
Q8NEG0	27,472
Q92896	134,552
Q2NKX8	141,103
O43909	104,749
Q8IYT1	63,177
A0A1B0GV22	8,715
A6ND36	90,835
Q9H4H8	64,424
A0A1B0GTK5	8,682
P41594	132,469
P11166	54,084
A0A1B0GVR7	10,834
Q7Z4H7	108,621
O15303	95,468
Q99871	39,794
A1L0T0	67,868
Q9BT25	44,857
Q14831	102,251
P11168	57,490
Q6FI13	14,095
Q96D42	39,250
Q52LJ0	45,547
Q8TDQ0	33,394
Q5NDL2	62,011
Q8NCA5	55,273
Q16875	59,609
P00451	267,009
Q6ZT52	36,776
Q5JRC9	90,592
Q8NA70	73,945
Q5HY64	115,338
Q8IYW4	67,538
P21709	108,127
P49961	57,965
P29317	108,266
Q9HCE0	292,481
Q8N2R8	45,776
P54760	108,270
Q96LA5	55,542
P09769	59,479
Q13227	36,689
Q96RD9	106,437
Q6BAA4	46,904
Q7Z4Q2	74,583
Q5VTH2	19,293
Q5TD97	32,720
B3EWG6	9,320
Q5NUL3	40,494
Q96JP0	68,673
Q494R0	13,218
Q9H4G4	17,218
O14976	143,191
P01567	22,107
P30968	37,731
Q969I3	35,101
Q8WU03	34,277
Q8WWB7	43,864
Q86TH1	104,621
Q8IU54	21,898
Q9H478	7,384
Q8NC69	27,610
Q96I82	32,945
Q9BQ66	21,407
P30085	22,222
Q96EK5	71,814
Q6L8G5	17,984
Q9BYQ5	21,825
Q5T753	11,616
A8MVA2	16,800
Q5T5A8	9,729
A8MUM7	16,600
Q8IYD9	41,811
Q05315	16,453
Q5TA76	9,146
Q8IWV1	44,085
Q14847	29,717
Q6L8H4	24,194
Q6ISS4	16,280
P30613	61,830
P06312	13,380
Q8IWT6	94,199
A6NK58	25,195
A6NIV6	63,977
Q8WVP7	55,098
P21941	53,701
P43243	94,623
Q9GZU1	65,022
Q14210	13,286
Q8N8R3	32,062
P11226	26,144
Q86V88	20,109
Q9NX63	26,152
Q29983	42,915
Q8TC71	61,109
Q15648	168,478
Q8IWI9	336,159
Q9BQA1	36,724
Q02080	38,639
Q13133	50,396
Q7Z7M0	303,100
P21439	141,523
Q9NV35	18,609
Q09328	84,543
Q9NPH5	66,932
P24347	54,590
P39900	54,002
Q6PF18	27,585
O15375	54,994
O15374	54,022
Q8NGK2	35,584
Q9UPX6	102,993
P45985	44,288
P30304	59,087
P21741	15,585
Q6UWV2	25,989
A8MV57	15,138
H3BPM6	25,451
Q8N594	50,662
Q99549	97,182
Q9UNF0	55,739
Q9Y2Z2	79,964
Q8NCU8	6,527
Q96EF0	78,919
Q13126	31,236
Q2M296	42,173
O15438	169,343
Q1L6U9	14,993
Q9NV56	22,417
Q96LA9	36,461
Q7L592	49,238
Q9P032	20,266
O15522	25,866
Q9UMY1	29,426
Q09161	91,839
Q9NQR4	30,608
Q15738	41,900
O95848	24,118
P56975	77,901
Q9NQ35	26,975
Q9BQG2	52,076
Q96RS6	66,756
Q08J23	86,471
P49281	62,266
Q96MT3	94,300
P0CG38	121,282
O43900	68,609
P0DPK4	25,835
Q9ULW6	52,542
O60500	134,742
Q8IUM7	87,117
P48145	36,103
A6NHN6	51,267
P61916	16,570
Q9UGF6	36,057
P16298	59,024
Q8WZ94	34,296
Q5W0B1	81,116
Q8NHB8	35,763
O14581	34,013
Q8NGA2	34,430
Q9NY56	19,318
O76099	35,519
P36873	36,984
Q96RC9	34,404
Q8NH51	35,463
P0C7T3	35,317
P11177	39,233
Q8NH54	35,611
Q86UD1	30,688
Q8NFH5	34,774
Q8IZS5	26,754
Q5T2S8	115,679
Q96R45	34,742
Q8NGS2	35,385
Q8NGR2	39,515
Q17RF5	15,556
Q6IF42	35,820
Q9BQT8	33,303
Q7Z3T1	34,789
Q6IEZ7	35,595
P47881	34,609
Q8NGF8	34,456
Q96R72	35,408
Q8NGT7	35,213
Q8NGI6	35,300
Q8NH21	34,330
Q8NH72	34,558
P0C645	35,737
A6NND4	35,503
Q8NGJ8	35,313
Q9H343	35,484
A6NKK0	35,387
A6NGY5	35,849
Q8NGL3	35,823
Q8NH48	35,258
O95157	28,127
Q6NXP6	39,880
P58182	34,813
Q8TAK6	27,905
O00628	35,892
O60683	37,069
P13797	70,811
O95397	43,539
O94903	30,344
Q8NAT1	66,615
Q96JA3	58,261
O94827	111,231
Q9BXM7	62,769
O75038	154,668
O43490	97,202
P28066	26,411
Q9UMS4	55,181
P15309	44,566
Q07869	52,225
O00743	35,144
O15297	66,675
Q8WY54	83,952
Q9HAB8	34,005
Q5R3F8	89,687
P56134	10,918
Q8TE57	136,203
O75964	11,428
Q9UP79	96,460
Q13705	57,724
Q9UKP4	184,095
Q13075	159,582
Q10589	19,769
Q76B58	88,445
Q12983	27,832
O60477	88,760
O43683	122,375
Q5VTR2	113,662
Q9Y6D6	208,767
Q9NSI6	262,936
Q86Y28	4,230
Q96MC4	69,839
Q8IVY1	12,024
Q06432	25,028
O00548	78,056
Q6ZMU1	40,197
Q7LBR1	22,109
Q07021	31,362
P0DMB2	13,372
Q9UNU6	58,068
P05108	60,102
P38567	57,848
Q5T764	54,993
Q8WWA0	34,962
Q9Y283	117,826
Q9C010	8,468
Q92813	30,552
Q8NI35	196,368
Q6DN90	108,314
P04180	49,578
P09382	14,716
O00515	57,131
Q5TA78	9,980
P23443	59,140
Q6VAB6	107,632
P60371	36,781
Q3SY46	19,236
P01619	12,557
A0A075B6H7	12,783
Q9BQD3	19,668
Q3LI62	4,623
Q7L985	68,066
Q6MZP7	79,494
Q8NHJ6	49,356
Q9H9H5	21,005
Q6IAA8	17,745
Q07820	37,337
Q6UX82	25,265
A2RUH7	38,733
P43359	13,016
P16455	21,646
Q9H2D1	35,407
Q9BUB5	51,342
Q99797	80,641
Q8IXI2	70,784
O43312	82,251
Q765P7	79,929
Q5JR59	150,195
Q9ULD2	141,397
Q68DK7	67,128
P22897	166,012
Q92887	174,207
Q9UKD2	27,560
Q9UDX5	18,010
Q86SM5	31,518
P0C860	51,070
Q9NZW5	61,117
E9PI22	31,050
P0DMB1	31,050
P26367	46,683
Q9BRP4	42,190
P23759	55,119
Q06710	48,218
Q9H8K7	49,249
Q6ZW49	121,341
Q6UXH9	80,199
P11940	70,671
P49023	64,505
Q9BZK3	23,306
Q8N9H8	96,598
P14649	22,764
Q15274	30,846
Q96JN8	166,907
P56181	11,941
P51970	20,105
Q9BR09	31,690
O95631	67,748
P19838	105,356
E9PQ53	13,408
P16519	70,565
O95096	30,133
O60551	56,980
Q7Z6G3	43,194
Q16612	7,909
Q9NPB1	25,862
Q86X67	39,688
P51843	51,718
A1L443	80,770
Q9NZP0	35,531
P41146	40,693
Q8NGP3	35,093
P41145	42,645
Q8NGW1	37,232
Q8NGG3	38,346
Q96RA2	34,747
Q8NH40	36,127
P10515	68,997
Q8N148	34,902
P0C7N8	34,020
Q8NGG7	36,388
Q9NZP5	35,304
O43929	50,377
P47874	18,937
A6NM76	35,119
P04000	40,574
P0DN77	40,584
P0CE72	12,184
P47887	36,391
Q96NG3	76,655
Q8N1F7	93,488
Q8NHA8	36,933
Q13607	35,350
Q8NH06	36,638
P54368	25,406
A6NH00	34,659
O95918	34,763
Q8NH00	39,414
Q8N628	35,376
Q96R30	35,339
Q96R28	39,177
Q8NGV0	34,731
Q8NGD2	35,357
Q6IEY1	35,074
O60356	8,873
Q8NGD3	36,258
Q8NH43	35,264
Q8NGL7	35,795
Q15615	35,240
Q8NGL6	38,828
A4D2G3	34,606
Q8NGH6	35,227
Q13516	32,385
A6NFU8	21,631
Q9NQP4	15,314
P37287	54,127
Q0VAA5	34,777
P22680	57,661
Q16678	60,846
Q17RY0	80,152
O95567	32,655
Q15398	95,115
Q8NBQ5	32,936
P63167	10,366
Q9Y692	62,591
Q99795	35,632
Q9HCL2	93,795
Q07627	18,235
P68871	15,998
Q9UBD0	46,742
Q14774	50,789
P31942	36,926
Q9Y278	41,501
P07910	33,670
Q12988	16,966
Q14568	39,365
Q58FG1	47,712
P37235	22,313
Q96QE4	105,567
P0DOY2	11,294
P48735	50,909
O43772	32,944
Q8N1E2	21,431
Q96G25	29,080
Q06413	51,221
O95568	42,148
Q12908	37,714
Q8N635	49,313
O00470	43,016
P22736	64,463
Q8IZ57	21,475
Q8TEA1	51,770
Q8IVD9	40,822
Q13875	20,959
P50281	65,894
P03956	54,007
Q5VZ52	18,731
Q96RD2	36,185
Q8NGJ3	34,714
Q6UWF7	62,263
Q8NGJ4	36,630
Q10571	136,001
P58417	31,082
Q6NVV0	3,805
P0DKB6	15,138
Q8NDC0	24,269
Q9GZQ8	14,688
O15442	37,207
P04733	6,086
A1L3X4	4,983
Q96FB5	52,981
A0A3B3IT52	24,520
Q15004	11,986
P57721	39,465
Q8WVF1	44,586
P57723	41,482
C0HLS1	11,984
O00459	81,545
Q8N7H5	59,976
Q9NX31	31,779
Q9Y5H6	103,051
Q7Z2X7	12,090
Q5JUK9	12,480
Q9Y5I0	102,483
Q8N2R0	35,513
Q9Y5F3	90,491
Q9UP65	60,939
Q9Y5H4	101,226
O75648	47,745
Q2TV78	79,694
Q13505	51,463
Q5HYI7	35,093
Q9H579	54,816
Q96J65	152,297
Q9Y6C9	33,331
Q8N5Y2	59,824
Q9UKX2	223,044
P59045	117,779
O60404	35,721
P0C626	35,647
Q8NGA6	34,900
Q8NHC6	34,709
Q96C36	33,637
P35227	37,788
P11678	81,040
P41219	53,651
Q8N6C7	14,321
Q15084	48,121
Q8N807	66,657
Q14651	70,253
Q8IYJ0	30,076
O00168	10,441
Q7Z736	85,317
Q9NW61	17,551
P29590	97,551
Q9HBL7	17,201
Q8NEB5	29,484
P86481	23,262
Q86YN6	113,222
O00487	34,577
Q16880	61,438
P29017	37,654
Q16696	56,688
P15509	46,207
Q9H4W6	64,864
Q9BU40	52,026
Q86VX2	22,540
P59666	10,245
Q5TDH0	44,523
Q9Y2R4	67,466
Q8NHQ9	68,547
Q9Y2H0	108,012
Q9Y2M0	114,225
Q8IXT2	39,124
Q07687	34,243
Q9UGM3	260,735
P51808	13,062
Q53HC9	43,603
Q8N6I1	25,190
Q8N8Q3	30,792
Q96KS0	43,650
P52799	36,923
P09467	36,842
P61579	11,828
O00757	36,743
Q9H6T0	78,401
Q8IXR5	76,515
Q01469	15,164
O95990	17,455
Q5JX69	19,499
Q9NX05	120,588
Q6SJ93	84,674
Q5SY85	16,478
P61328	27,399
O60258	24,891
Q9Y5Q0	51,145
O75015	26,216
Q11128	43,008
P0C2W1	30,633
Q13069	12,924
Q53EP0	132,888
P55318	37,140
Q6UXD1	13,183
Q8IX07	104,888
Q9P278	122,115
P19087	40,176
Q5VW38	66,990
Q9UI32	66,323
P35052	61,680
Q9UM44	46,850
Q9BYQ7	15,241
P0DP09	12,569
O15379	48,848
Q9BXL5	55,341
P01597	12,737
Q9UBP5	35,808
Q9Y241	10,143
Q9Y450	75,473
Q96LI6	45,107
O14979	46,438
P52272	77,516
Q9BQS6	17,486
P0CJ76	2,694
P0CJ70	2,796
Q96FZ2	40,575
Q2TAA2	27,599
Q9HB29	65,405
Q6UWQ7	13,248
P01568	21,741
P12980	29,938
P57058	79,686
Q9UHA4	13,623
P33032	36,601
Q8NGH7	36,221
O95297	29,082
Q96HT8	14,808
Q13434	52,910
P30307	53,365
Q8TDR0	78,632
Q96S19	22,578
Q8WXB1	24,600
Q9HC84	596,340
P42345	288,892
P09466	20,624
Q6GTS8	55,741
Q9H903	37,315
Q969V6	98,919
Q8WX93	150,564
Q96NY9	61,173
Q6IQ20	45,596
Q96P71	44,350
Q8IXM6	29,379
Q8NGF6	33,376
Q6UX06	57,280
Q8NGN2	36,501
Q5JRS4	36,549
Q460N3	74,576
Q9HBE1	74,060
P51003	82,843
O00541	68,003
O60331	73,260
Q8N2W9	56,504
Q9HAU0	127,464
Q9UF11	27,186
O75783	48,314
Q8IY17	150,954
Q9ULM0	151,232
Q9H8W4	27,798
Q86WI1	465,734
P41247	27,980
Q9NRY7	33,504
O43172	58,449
Q8IUR6	72,149
P16220	35,136
K7EIQ3	11,601
P10176	7,579
Q96N76	74,831
P26012	85,632
P28290	138,386
P78413	54,445
Q8WZA9	62,717
C9JVW0	14,668
P05154	45,675
P48551	57,759
Q3KP66	72,914
Q9H160	32,808
Q96CB8	48,808
Q9ULD6	105,648
Q8IYV9	38,930
Q6PHW0	33,360
Q8N5M9	21,125
P17301	129,296
Q2M1V0	27,011
Q9H9V9	52,493
P05106	87,058
P18564	85,936
Q99542	57,357
Q96BX8	25,464
Q9UIH9	43,992
Q8NHV5	18,250
Q9BXK1	25,431
Q9NRJ1	11,219
O75900	43,935
Q9Y5R2	73,231
P00540	37,820
Q9NPA2	62,554
Q9NRE1	29,708
Q96EN8	98,120
Q9H306	59,026
Q9H239	58,939
Q8TF71	55,493
P08253	73,882
Q9NZB8	70,105
Q8NCK7	47,791
Q96NX5	53,087
Q9UJP4	66,617
Q53GT1	71,667
Q7RTY0	44,992
Q9UQM7	54,088
Q7RTX9	56,254
P22894	53,412
O95396	49,669
Q96NJ5	70,362
A6NCF5	57,810
Q8N4N3	69,896
O60662	68,037
Q693B1	25,887
Q6PI47	46,739
P82909	11,466
Q13976	76,364
O43896	122,947
Q14807	73,262
Q92845	91,205
Q2M1P5	150,587
Q96AC6	90,147
Q96M32	82,658
O75525	38,800
Q9P2J3	69,429
Q9UKR0	26,734
Q9C0H6	80,245
Q8N8K9	79,212
Q92831	93,013
Q99456	53,511
P13645	58,827
Q8WZ60	70,359
P20151	28,671
Q7Z3Y9	51,911
Q8WXH2	81,469
P08727	44,106
Q8NG31	265,391
P15382	14,675
Q2M2I5	55,087
Q12918	25,415
Q86VX9	72,895
Q7L1V2	59,217
P50748	250,749
Q0VF49	135,305
Q8TBQ9	8,060
Q4FZB7	99,188
Q6ZVL6	198,999
Q03164	431,764
Q9NYG8	42,704
O43526	95,848
Q107X0	14,401
Q8IV20	47,780
P23919	23,819
Q96B70	53,167
Q9NSB2	64,842
Q53QV2	12,217
O75112	77,135
Q3LI60	4,909
P0CW19	13,251
Q7L1W4	98,201
P58215	83,166
Q6PJG9	66,860
P43657	39,392
Q2Q1W2	93,385
Q16609	14,886
Q5VUJ6	84,588
Q8NI32	20,656
Q9HD34	10,758
P43357	34,747
Q96JY0	49,219
Q9BQ69	35,505
Q6P9B6	50,994
Q9H6N6	128,290
P07196	61,517
O75251	23,564
O00217	23,705
Q4KMZ8	23,552
Q8NGV5	39,125
O00443	190,680
Q9Y5F6	101,921
Q9Y5G1	101,204
Q9H244	39,439
Q86U86	192,948
P32322	33,361
Q9UGN5	66,206
Q8N573	97,970
Q9UKK3	192,595
Q13219	180,973
Q9BYG4	40,883
P39877	15,674
O75381	41,237
P07585	39,747
Q9BRB3	84,082
Q01453	17,891
Q9Y5J5	13,891
Q7RTY9	35,078
A6NEY8	18,658
Q99811	27,079
P27918	51,276
P26678	6,109
O75688	52,643
A0JP26	65,710
Q8IXY8	35,228
Q9Y255	25,181
Q15262	162,102
Q5TCH4	59,246
Q96RY5	134,718
O75208	35,509
O43719	85,853
Q4G0P3	575,892
Q5DT21	9,756
P23677	51,009
Q96PC2	46,417
Q9ULG1	176,753
Q13572	45,621
Q9H2U2	37,920
O15225	5,365
Q9Y581	24,860
Q86VZ6	27,079
Q6NUN7	88,569
Q96EL1	31,574
Q6P2M8	38,500
Q9NQT8	202,789
Q02241	110,059
Q9UKR3	30,570
Q92993	58,582
Q9P2G9	68,802
Q9UIL4	40,686
O15037	74,534
O95251	70,642
Q9Y337	32,020
P19012	49,212
Q92876	26,856
Q9Y5K2	27,032
A6PVL3	12,832
P04264	66,039
P02538	60,045
Q9ULD8	117,129
Q12809	126,655
Q8NCT3	60,525
O94806	100,471
Q96T54	36,895
O14649	43,518
O43525	96,742
Q16363	202,524
Q96S38	118,682
A0A0A0MRZ8	12,625
P01624	12,496
P60409	37,372
Q04759	81,865
P60328	9,947
A0A075B6P5	12,957
Q3LI70	6,267
Q08397	63,110
Q52LA3	13,001
Q8N4P6	61,825
Q9H1C0	41,347
Q17RR3	52,254
P50458	44,373
Q9HCC0	61,333
Q96M61	38,533
P31153	43,661
Q9BPW8	33,310
P51608	52,441
P50221	27,997
Q9H3L0	32,940
Q16795	42,510
P14543	136,377
Q9UI09	17,114
Q5M9Q1	46,312
Q9UK39	48,196
O15394	93,046
Q6P4R8	139,001
Q969V3	62,974
Q9UI40	73,664
Q9Y6Q9	155,293
P15559	30,868
Q8TCU5	125,465
Q96F24	32,378
Q8IVF1	93,890
P54845	25,940
Q6ZVK8	35,501
Q9Y5S8	64,871
Q96PH1	86,439
Q8NFA2	41,253
Q13522	19,011
Q8N3J5	40,997
Q08209	58,688
O15130	12,440
P35372	44,779
Q6IEU7	35,592
Q6IFH4	35,029
Q8NGG2	40,696
Q8NGC5	38,693
Q8NGN1	36,348
Q8NGY6	35,692
Q5VST9	868,484
Q8NGE9	35,363
P08100	38,893
Q13416	65,972
A6NIJ9	35,468
P0C617	36,929
Q15646	59,226
Q9Y5N6	28,107
O76000	35,543
O60313	111,631
Q9GZK3	40,412
Q8NG81	34,902
Q8NGE8	35,666
Q13606	36,049
Q8NGK1	36,290
Q8IWE2	60,742
Q8NH59	35,747
O95221	35,132
Q96R54	34,780
Q86YP4	68,063
Q9BZA7	147,558
P05121	45,060
Q9Y536	18,182
P14920	39,474
Q99571	43,369
O43614	50,694
Q96G91	40,345
Q9BWT3	82,803
O15496	18,153
Q8TEZ7	40,464
Q9NXK6	38,014
Q8N5Y8	36,383
Q9H300	42,190
Q15546	27,667
P15428	28,977
A0A0J9YXQ4	65,155
Q8TBY8	117,494
O00625	32,113
Q7Z3C6	94,447
O14867	81,958
Q6ZP65	64,841
P51587	384,230
Q58F21	107,954
Q9GZL8	12,676
Q9ULD4	135,745
O14981	206,887
Q96LM5	21,723
Q0VF96	149,079
Q00532	41,803
O14618	29,041
Q6XLA1	11,902
Q5M775	118,585
P28325	16,080
Q9UBM7	54,489
Q8N461	51,658
O75190	36,087
Q14562	139,315
O00273	36,522
Q9UQC2	74,458
Q9BUM1	38,735
Q8N2C3	33,694
O75140	181,264
Q96Q80	26,679
Q5F1R6	62,028
Q9GZP9	27,567
Q8WXX5	29,910
O14926	55,057
Q14393	74,925
Q9NQT6	56,624
Q9BXM9	59,578
O60861	54,371
P0DPI2	28,170
Q96FX2	9,240
Q99853	34,978
Q14574	99,969
Q9UL01	109,773
Q5VYV0	45,581
Q14194	62,184
Q6V1X1	103,358
O14531	61,878
P01909	27,805
O77932	44,929
P0DPQ6	4,284
Q7L5L3	36,596
Q96FN9	18,660
O43598	19,108
Q9H069	61,054
Q9BV47	23,946
Q4G0W2	18,324
Q0VDD8	399,895
P48546	53,157
Q9C0G6	475,983
P16520	37,221
Q9Y2X7	84,341
P61565	79,236
A6NNW6	68,465
Q0PNE2	29,793
P32456	67,209
Q9HBU6	50,968
Q6UXG2	111,382
Q96IK5	58,685
Q9HC38	34,793
O94925	73,461
Q9Y625	62,736
Q53FT3	21,628
P22830	47,862
Q4VC39	11,405
Q86UW8	42,801
P55795	49,264
P54868	56,635
P0CJ77	2,806
Q17RB8	86,725
P0DOY3	11,266
P01877	36,591
P98153	60,811
P0DOX8	22,830
O95976	27,013
A1L1A6	20,591
P14735	117,968
Q92743	51,287
Q6P9F7	92,390
Q8TDW0	92,450
Q96T53	49,716
Q8N7X4	43,992
Q6P2C8	35,432
Q0VG99	41,760
Q96C03	49,269
Q8N6F8	26,522
Q9BY79	62,212
Q8NDY4	15,384
Q3V5L5	89,535
P39210	19,733
P20645	30,993
Q00325	40,095
P55347	47,607
Q86VD9	63,471
Q9NQ66	138,567
Q2NL68	51,075
Q9NQX1	73,090
Q8TB72	114,216
Q9NRF8	65,678
P03928	7,992
O14936	105,123
P51164	33,367
O75366	92,027
Q8NC38	14,381
P57796	30,433
Q69YN2	60,619
P02747	25,774
Q9C0I3	99,510
Q86V35	24,453
Q8WVX3	7,604
Q9H444	24,950
P05813	25,150
Q96I36	6,600
Q9P299	23,548
P35606	102,487
Q9Y5R6	39,473
Q9N2K0	64,318
P15502	68,398
Q9NXB9	34,585
Q9Y2G0	92,487
P19957	12,270
Q96D98	16,985
Q5UCC4	27,347
Q96HE7	54,393
A6NMN3	32,092
Q5VUB5	97,854
Q9C0D9	45,229
Q8N2X6	12,661
Q96PV7	96,543
Q9Y3B2	21,452
Q9Y5M1	11,973
Q9BSJ8	122,856
Q8IYD1	68,883
P18074	86,909
Q6L9T8	16,688
Q8N9W8	47,076
P38117	27,844
Q8TDB8	56,320
Q68CZ6	69,650
Q14833	101,868
P0DP71	8,682
A0A1B0GTK4	20,560
Q17RN3	37,329
P11169	53,924
O00165	31,621
P28799	63,544
O95267	90,402
P56915	28,150
